SKU,avg_daily_demand,std_daily_demand,sales_days,EOQ_units,annual_demand_units,lead_time_days,safety_stock_units,reorder_point_units
2000,1.0,0.0,1,28,6.083333333333333,7,0,7
20000,2.8,3.4887574537976365,15,156,255.5,7,15,35
20001,1.1666666666666667,0.408248290463863,6,49,42.58333333333333,7,2,10
20002,1.0,0.0,4,30,24.333333333333332,7,0,7
20008,4.333333333333333,4.932882862316247,3,85,79.08333333333333,7,21,51
20024,1.0,0.0,3,14,18.25,7,0,7
20030,4.3076923076923075,2.37939876051461,26,413,681.3333333333333,7,10,40
20041,1.0,0.0,2,20,12.166666666666666,7,0,7
20049,1.75,1.2154310870109943,12,131,127.75,7,5,17
20050,12.0,0.0,1,135,73.0,7,0,84
20056,1.0,0.0,1,8,6.083333333333333,7,0,7
20064,11.0,0.0,1,17,66.91666666666666,7,0,77
20075,1.3333333333333333,0.5773502691896257,3,25,24.333333333333332,7,3,12
2008,4.086956521739131,3.132809083494107,46,323,1143.6666666666665,7,14,43
20088,12.0,0.0,1,96,73.0,7,0,84
20090,1.5,0.7071067811865476,2,43,18.25,7,3,14
20091,3.75,5.5,4,123,91.25,7,24,50
20092,1.0,0.0,2,45,12.166666666666666,7,0,7
20096,2.1666666666666665,2.6178122882419563,18,218,237.25,7,11,26
20098,1.25,0.4522670168666454,12,135,91.25,7,2,11
201,2.0,0.0,1,35,12.166666666666666,7,0,14
20102,3.823529411764706,5.479909831804342,17,281,395.41666666666663,7,24,51
20108,1.3333333333333333,0.5773502691896257,3,17,24.333333333333332,7,3,12
20114,1.0,0.0,2,42,12.166666666666666,7,0,7
20118,4.5,4.949747468305833,2,85,54.75,7,22,54
20129,1.25,0.5,4,43,30.416666666666664,7,2,11
20130,5.5,3.5355339059327378,2,47,66.91666666666666,7,15,54
20132,4.5,4.415880433163924,14,65,383.25,7,19,50
2015,38.46666666666667,44.43600108122237,60,1105,14040.333333333332,7,193,462
20152,2.6551724137931036,3.10846611311024,29,259,468.41666666666663,7,14,33
2016,1.0,0.0,8,31,48.666666666666664,7,0,7
20160,3.652173913043478,3.72471714181913,23,253,511.0,7,16,42
20162,2.5217391304347827,1.7286243931201823,23,198,352.8333333333333,7,8,26
20167,3.269230769230769,2.4258226201879194,26,282,517.0833333333333,7,11,34
2017,4.020833333333333,3.104489428219894,48,192,1174.0833333333333,7,14,42
20174,1.4,0.5477225575051662,5,73,42.58333333333333,7,2,12
20177,3.2,2.6832815729997477,5,71,97.33333333333333,7,12,34
20178,1.0,0.0,1,22,6.083333333333333,7,0,7
20180,2.0714285714285716,1.0515798142890087,28,225,352.8333333333333,7,5,20
20181,1.5714285714285714,0.5345224838248488,7,138,66.91666666666666,7,2,13
20184,5.136363636363637,7.052830938171156,22,354,687.4166666666666,7,31,67
20186,1.0,0.0,2,28,12.166666666666666,7,0,7
20187,1.5,0.5477225575051661,6,59,54.75,7,2,12
20188,1.0,0.0,2,26,12.166666666666666,7,0,7
20189,1.4,0.5477225575051662,5,47,42.58333333333333,7,2,12
20192,6.5,7.7781745930520225,2,96,79.08333333333333,7,34,80
202,1.6666666666666667,1.4354811251305468,12,92,121.66666666666666,7,6,18
20200,1.5,0.7071067811865476,2,24,18.25,7,3,14
20204,2.675,2.5559132042564174,40,317,650.9166666666666,7,11,30
20216,15.948717948717949,12.993821847625401,39,870,3783.833333333333,7,57,169
20218,3.5,0.7071067811865476,2,81,42.58333333333333,7,3,28
2024,2.925925925925926,2.9990501820246345,27,401,480.5833333333333,7,13,33
20250,1.0,0.0,1,16,6.083333333333333,7,0,7
20251,2.1666666666666665,3.1574826950748234,12,117,158.16666666666666,7,14,29
20252,3.75,5.5,4,64,91.25,7,24,50
20253,1.9166666666666667,1.729862492345632,12,100,139.91666666666666,7,8,21
20254,2.5,2.5071326821120348,8,132,121.66666666666666,7,11,28
20255,7.682926829268292,6.604691606692336,41,523,1916.25,7,29,83
20257,1.0,0.0,1,28,6.083333333333333,7,0,7
20259,1.6666666666666667,0.5773502691896258,3,42,30.416666666666664,7,3,15
2026,5.923076923076923,5.625035612422881,52,444,1873.6666666666665,7,24,65
2027,1.0,0.0,9,60,54.75,7,0,7
20275,2.0,0.0,1,22,12.166666666666666,7,0,14
2028,1.0,0.0,1,16,6.083333333333333,7,0,7
2029,1.6153846153846154,1.192927878405448,13,61,127.75,7,5,16
2030,4.333333333333333,3.6026610535362145,33,237,869.9166666666666,7,16,46
20316,2.5,2.1213203435596424,2,26,30.416666666666664,7,9,26
20324,2.6666666666666665,3.2877840272018792,15,187,243.33333333333331,7,14,33
20339,3.75,5.5,4,48,91.25,7,24,50
2034,3.4651162790697674,2.3026779152533146,43,234,906.4166666666666,7,10,34
20343,2.736842105263158,1.967573385985836,19,205,316.3333333333333,7,9,28
2035,4.795454545454546,3.534412522839795,44,358,1283.5833333333333,7,15,49
20357,21.24561403508772,26.297936299909264,57,1065,7366.916666666666,7,114,263
2036,1.3333333333333333,0.8876253645985944,12,73,97.33333333333333,7,4,13
20360,2.0,0.0,1,31,12.166666666666666,7,0,14
2037,47.23684210526316,53.290349113860174,38,4697,10919.583333333332,7,232,563
20374,1.0,0.0,1,25,6.083333333333333,7,0,7
20376,2.5,2.1213203435596424,2,48,30.416666666666664,7,9,26
20377,2.4285714285714284,2.225394561056747,7,59,103.41666666666666,7,10,27
20382,4.666666666666667,6.3508529610858835,3,103,85.16666666666666,7,28,61
20383,1.3,0.6749485577105528,10,106,79.08333333333333,7,3,12
2039,12.0,0.0,1,55,73.0,7,0,84
20395,5.481481481481482,7.459482196766384,27,425,900.3333333333333,7,32,70
20398,9.204081632653061,11.354110107204816,49,781,2743.583333333333,7,49,113
204,1.0,0.0,1,29,6.083333333333333,7,0,7
20400,3.392857142857143,3.5832871905482384,28,287,577.9166666666666,7,16,40
20403,1.0,0.0,1,30,6.083333333333333,7,0,7
20404,3.24,3.9924929555354263,25,287,492.75,7,17,40
20405,3.533333333333333,3.8750602516635775,30,276,644.8333333333333,7,17,42
20406,3.380952380952381,5.103686809319225,21,198,431.91666666666663,7,22,46
20407,2.227272727272727,2.5435599009453207,22,206,298.0833333333333,7,11,27
20409,2.8125,3.250000000000001,16,191,273.75,7,14,34
2041,2.56,4.350095784386056,25,96,389.3333333333333,7,19,37
20410,1.1666666666666667,0.38924947208076144,12,66,85.16666666666666,7,2,10
20413,2.0,0.0,1,32,12.166666666666666,7,0,14
20418,1.0,0.0,5,64,30.416666666666664,7,0,7
20419,6.921052631578948,5.488964747304818,38,405,1599.9166666666665,7,24,72
2042,1.5454545454545454,0.9341987329938275,11,72,103.41666666666666,7,4,15
20420,1.8,1.3038404810405297,5,92,54.75,7,6,19
20422,4.035714285714286,7.015760790598514,28,222,687.4166666666666,7,31,59
20423,1.0,0.0,1,20,6.083333333333333,7,0,7
20424,8.0,0.0,1,32,48.666666666666664,7,0,56
20425,3.0,2.6666666666666665,10,139,182.5,7,12,33
20426,4.333333333333333,5.773502691896257,3,103,79.08333333333333,7,25,55
20427,2.3529411764705883,2.44798836983012,17,169,243.33333333333331,7,11,27
20428,2.0,0.0,1,21,12.166666666666666,7,0,14
20429,6.0,10.074720839804943,5,182,182.5,7,44,86
2043,2.5384615384615383,1.4759612252567949,26,164,401.5,7,6,24
20439,4.0,3.2333489534143163,23,283,559.6666666666666,7,14,42
20441,1.0,0.0,1,31,6.083333333333333,7,0,7
20446,9.333333333333334,7.550996216370997,39,666,2214.333333333333,7,33,98
20447,6.848484848484849,6.093650445962236,33,525,1374.8333333333333,7,27,75
2045,3.9705882352941178,3.4155197849038315,34,208,821.25,7,15,43
20465,6.0,0.0,1,36,36.5,7,0,42
2047,2.5833333333333335,1.5376233980678478,36,180,565.75,7,7,25
20475,4.611111111111111,4.16980833939662,36,450,1009.8333333333333,7,18,50
20477,1.0,0.0,1,32,6.083333333333333,7,0,7
20483,3.361111111111111,2.6742451835213803,36,278,736.0833333333333,7,12,36
20488,12.0,0.0,1,93,73.0,7,0,84
20492,1.3333333333333333,0.5773502691896257,3,64,24.333333333333332,7,3,12
2050,1.0,0.0,8,39,48.666666666666664,7,0,7
20504,2.4,2.6076809620810595,5,159,73.0,7,11,28
20506,1.1666666666666667,0.408248290463863,6,54,42.58333333333333,7,2,10
20507,2.1666666666666665,1.1690451944500122,6,70,79.08333333333333,7,5,20
20508,1.25,0.5,4,57,30.416666666666664,7,2,11
20509,3.967741935483871,4.490611472600303,31,339,748.25,7,20,48
20512,12.5,16.263455967290593,2,88,152.08333333333331,7,71,158
20513,1.75,1.164964745021435,8,65,85.16666666666666,7,5,17
20515,1.9,1.1972189997378648,10,110,115.58333333333333,7,5,18
20516,2.5,1.2909944487358054,4,35,60.83333333333333,7,6,24
20517,2.272727272727273,3.258555173413797,11,92,152.08333333333331,7,14,30
20519,2.3076923076923075,2.839736354681991,13,119,182.5,7,12,28
20520,1.6,1.3416407864998738,5,61,48.666666666666664,7,6,17
20532,1.6666666666666667,0.816496580927726,6,97,60.83333333333333,7,4,16
20533,21.120689655172413,25.530908399948444,58,1071,7452.083333333333,7,111,259
20534,12.0,0.0,2,191,146.0,7,0,84
2054,3.3333333333333335,3.014251861692099,36,182,730.0,7,13,36
20549,1.4285714285714286,0.5345224838248488,7,105,60.83333333333333,7,2,12
20550,1.25,0.4629100498862757,8,105,60.83333333333333,7,2,11
20552,2.5217391304347827,2.728128982844391,23,225,352.8333333333333,7,12,30
20554,4.0,0.0,2,74,48.666666666666664,7,0,28
20555,6.5,7.7781745930520225,2,110,79.08333333333333,7,34,80
20557,6.285714285714286,5.06198512243872,42,518,1606.0,7,22,66
20567,3.0,0.0,1,55,18.25,7,0,21
2058,1.0,0.0,5,37,30.416666666666664,7,0,7
20594,12.0,0.0,1,72,73.0,7,0,84
20598,1.8235294117647058,1.5904124511289146,17,154,188.58333333333331,7,7,20
20600,2.272727272727273,2.2401298663653,11,138,152.08333333333331,7,10,26
20602,1.0,0.0,1,15,6.083333333333333,7,0,7
20605,1.0,0.0,4,59,24.333333333333332,7,0,7
20607,1.0,0.0,1,25,6.083333333333333,7,0,7
20609,1.0,0.0,1,40,6.083333333333333,7,0,7
2062,5.6923076923076925,4.582740260545641,52,245,1800.6666666666665,7,20,60
20626,24.0,16.97056274847714,2,221,292.0,7,74,242
20639,2.0,1.2247448713915892,5,90,60.83333333333333,7,5,19
2065,1.0,0.0,4,64,24.333333333333332,7,0,7
20650,2.5,1.0,4,38,60.83333333333333,7,4,22
20653,1.0,0.0,2,38,12.166666666666666,7,0,7
20654,1.0,0.0,1,17,6.083333333333333,7,0,7
20655,1.0,0.0,1,17,6.083333333333333,7,0,7
20659,3.5,3.5355339059327378,2,65,42.58333333333333,7,15,40
20661,2.0,0.0,1,20,12.166666666666666,7,0,14
20662,2.0,0.0,1,49,12.166666666666666,7,0,14
20668,1.0,0.0,1,16,6.083333333333333,7,0,7
20669,1.0,0.0,1,12,6.083333333333333,7,0,7
20674,2.2857142857142856,1.4880476182856899,21,153,292.0,7,6,22
20680,2.0,0.0,1,24,12.166666666666666,7,0,14
20682,2.0,1.1952286093343936,8,68,97.33333333333333,7,5,19
20685,1.0,0.0,2,17,12.166666666666666,7,0,7
20689,1.0,0.0,1,28,6.083333333333333,7,0,7
20693,11.875,16.241623151047595,32,374,2311.6666666666665,7,71,154
20699,6.606060606060606,4.696670322815103,33,470,1326.1666666666665,7,20,66
207,1.0,0.0,3,50,18.25,7,0,7
20702,2.0,0.0,1,20,12.166666666666666,7,0,14
20706,1.4705882352941178,0.8744746321952063,17,134,152.08333333333331,7,4,14
20707,1.0,0.0,1,28,6.083333333333333,7,0,7
2071,2.2,2.6832815729997477,5,86,66.91666666666666,7,12,27
20722,1.0,0.0,1,20,6.083333333333333,7,0,7
20724,1.0,0.0,4,57,24.333333333333332,7,0,7
20725,4.0,3.9370039370059056,37,316,900.3333333333333,7,17,45
20728,1.3333333333333333,0.5773502691896258,3,74,24.333333333333332,7,3,12
20729,4.157894736842105,3.635607059532549,38,462,961.1666666666666,7,16,45
20730,24.0,0.0,1,180,146.0,7,0,168
20731,5.288888888888889,5.852824579257058,45,568,1447.8333333333333,7,25,62
20739,1.0,0.0,1,23,6.083333333333333,7,0,7
2074,1.0,0.0,2,16,12.166666666666666,7,0,7
20743,6.0,0.0,1,53,36.5,7,0,42
20744,1.4285714285714286,0.7867957924694432,7,78,60.83333333333333,7,3,13
20745,7.0,6.260990336999411,6,206,255.5,7,27,76
20748,2.2941176470588234,1.2631659571466125,17,97,237.25,7,5,21
2075,1.2,0.4472135954999579,5,19,36.5,7,2,10
20762,1.8666666666666667,1.3020130933435712,15,134,170.33333333333331,7,6,19
20767,2.5,2.3804761428476167,4,78,60.83333333333333,7,10,28
20768,1.0,0.0,1,24,6.083333333333333,7,0,7
20770,2.0714285714285716,1.4392458342578487,14,108,176.41666666666666,7,6,20
20771,1.0,0.0,1,14,6.083333333333333,7,0,7
20772,1.5,0.7071067811865476,2,31,18.25,7,3,14
20776,1.0,0.0,1,17,6.083333333333333,7,0,7
20778,1.5,0.5773502691896257,4,96,36.5,7,3,14
20781,2.740740740740741,3.2768722492480142,27,224,450.16666666666663,7,14,33
20788,2.0,0.7071067811865476,9,114,109.5,7,3,17
20791,5.425,4.90884862995335,40,575,1320.0833333333333,7,21,59
20792,1.3333333333333333,0.5773502691896257,3,67,24.333333333333332,7,3,12
20793,3.0,1.4142135623730951,2,82,36.5,7,6,27
20794,1.0,0.0,1,27,6.083333333333333,7,0,7
20800,3.9210526315789473,3.061368524107853,38,449,906.4166666666666,7,13,40
20801,6.0,0.0,1,49,36.5,7,0,42
20814,12.0,0.0,1,99,73.0,7,0,84
2082,2.3,2.1051315748352692,20,71,279.8333333333333,7,9,25
20825,2.0,0.0,1,45,12.166666666666666,7,0,14
2083,3.6842105263157894,3.2888448901153056,38,206,851.6666666666666,7,14,40
20842,12.0,0.0,1,131,73.0,7,0,84
2085,6.14,5.126999361125334,50,517,1867.5833333333333,7,22,65
20853,1.0,0.0,1,14,6.083333333333333,7,0,7
20854,2.0,0.0,1,20,12.166666666666666,7,0,14
20855,4.933333333333334,5.646398691362325,45,456,1350.5,7,25,60
2086,1.3571428571428572,0.4972451580988469,14,54,115.58333333333333,7,2,12
20862,20.704545454545453,18.96579484775653,44,924,5541.916666666666,7,83,228
20863,14.450980392156863,14.229987667584533,51,831,4483.416666666666,7,62,163
20864,6.846153846153846,6.838507306878805,39,500,1624.25,7,30,78
2087,1.1666666666666667,0.5773502691896257,12,68,85.16666666666666,7,3,11
2088,1.0,0.0,2,9,12.166666666666666,7,0,7
20883,1.0,0.0,1,12,6.083333333333333,7,0,7
20885,1.0,0.0,8,70,48.666666666666664,7,0,7
20889,1.3333333333333333,0.5773502691896258,3,36,24.333333333333332,7,3,12
2089,2.130434782608696,1.866068980165304,23,154,298.0833333333333,7,8,23
20903,10.6,19.83179265724609,5,180,322.41666666666663,7,86,160
20905,2.5,1.644294287438749,28,308,425.8333333333333,7,7,24
20912,2.9047619047619047,3.080661648165243,21,176,371.0833333333333,7,13,33
20913,1.0,0.0,1,16,6.083333333333333,7,0,7
20921,3.6470588235294117,2.9355829163598033,17,177,377.16666666666663,7,13,39
20932,2.9310344827586206,2.603994657701874,29,307,517.0833333333333,7,11,32
20935,1.0,0.0,1,19,6.083333333333333,7,0,7
20941,1.5,0.7071067811865476,2,60,18.25,7,3,14
20944,1.6666666666666667,1.4354811251305468,12,108,121.66666666666666,7,6,18
20947,12.0,0.0,2,135,146.0,7,0,84
20948,2.857142857142857,3.236694374850748,7,55,121.66666666666666,7,14,34
20952,1.0,0.0,2,31,12.166666666666666,7,0,7
20953,1.0,0.0,1,42,6.083333333333333,7,0,7
20954,1.5384615384615385,0.8770580193070292,13,120,121.66666666666666,7,4,15
2096,1.7142857142857142,0.7837638128197257,21,66,219.0,7,3,15
20963,3.6,2.4083189157584592,5,114,109.5,7,10,35
20968,10.634146341463415,10.338655854512654,41,768,2652.333333333333,7,45,119
2098,2.25,1.6746187106583263,24,148,328.5,7,7,23
20980,1.2,0.4472135954999579,5,60,36.5,7,2,10
20991,1.0,0.0,2,43,12.166666666666666,7,0,7
20992,6.566666666666666,5.7034976161537285,30,430,1198.4166666666665,7,25,71
2100,27.15,21.325424469715944,60,1409,9909.75,7,93,283
21000,4.0,6.907552802135189,8,95,194.66666666666666,7,30,58
21001,6.617647058823529,6.315035957489476,34,478,1368.75,7,27,73
21002,2.111111111111111,2.632129285419582,18,182,231.16666666666666,7,11,26
21003,4.0,0.0,1,59,24.333333333333332,7,0,28
21006,1.0,0.0,2,16,12.166666666666666,7,0,7
21008,1.3333333333333333,0.5163977794943223,6,44,48.666666666666664,7,2,11
2101,4.25,3.2389412993663127,28,492,723.9166666666666,7,14,44
21010,1.4,0.5477225575051661,5,36,42.58333333333333,7,2,12
21012,1.6666666666666667,0.816496580927726,6,38,60.83333333333333,7,4,16
21015,2.0,2.0,4,53,48.666666666666664,7,9,23
21016,2.0,0.0,1,26,12.166666666666666,7,0,14
21017,1.0,0.0,6,72,36.5,7,0,7
21019,8.0,6.108219448217804,59,581,2871.333333333333,7,27,83
21026,1.75,1.5,4,67,42.58333333333333,7,7,19
21027,2.0,1.7320508075688772,3,25,36.5,7,8,22
2103,2.259259259259259,1.5589096927658863,27,184,371.0833333333333,7,7,23
21031,1.0,0.0,1,28,6.083333333333333,7,0,7
21032,5.239130434782608,3.61592024622407,46,336,1466.0833333333333,7,16,53
21033,5.578947368421052,6.096660933469697,38,248,1289.6666666666665,7,27,66
21034,1.5,0.7071067811865476,2,26,18.25,7,3,14
21039,6.0,0.0,1,75,36.5,7,0,42
2104,1.5,1.0,4,32,36.5,7,4,14
21041,2.3333333333333335,2.23606797749979,9,126,127.75,7,10,26
21045,1.0,0.0,7,55,42.58333333333333,7,0,7
21046,1.0,0.0,2,37,12.166666666666666,7,0,7
2105,14.066666666666666,12.77161400504201,60,1014,5134.333333333333,7,56,154
21055,4.431818181818182,3.8843617731588815,44,244,1186.25,7,17,48
21058,2.1,1.1972189997378648,10,75,127.75,7,5,20
2106,1.0,0.0,4,19,24.333333333333332,7,0,7
21060,1.0,0.0,1,14,6.083333333333333,7,0,7
21076,4.0,4.049691346263318,26,356,632.6666666666666,7,18,46
21078,5.4,5.594640292279746,5,181,164.25,7,24,62
2108,1.0,0.0,1,28,6.083333333333333,7,0,7
21080,1.0,0.0,1,24,6.083333333333333,7,0,7
21081,6.0,0.0,1,43,36.5,7,0,42
21082,1.0,0.0,1,15,6.083333333333333,7,0,7
21086,2.7142857142857144,4.111540089159037,7,182,115.58333333333333,7,18,37
21087,1.0,0.0,2,17,12.166666666666666,7,0,7
2109,2.4285714285714284,1.650840611711114,14,68,206.83333333333331,7,7,24
21098,3.515151515151515,2.762711667470161,33,307,705.6666666666666,7,12,37
21099,1.7142857142857142,0.9511897312113419,7,135,73.0,7,4,16
211,2.8636363636363638,2.5112853105939745,44,248,766.5,7,11,31
21103,2.2222222222222223,3.3082388735465345,9,142,121.66666666666666,7,14,30
21105,1.5833333333333333,0.90033663737852,12,88,115.58333333333333,7,4,15
21107,1.0,0.0,2,47,12.166666666666666,7,0,7
21108,1.0,0.0,4,57,24.333333333333332,7,0,7
21109,1.75,0.9574271077563382,4,69,42.58333333333333,7,4,16
21110,1.0,0.0,2,40,12.166666666666666,7,0,7
21115,1.5384615384615385,1.126601424298216,13,175,121.66666666666666,7,5,16
21117,1.7777777777777777,1.3956046783744507,18,221,194.66666666666666,7,6,18
2112,2.8620689655172415,2.150151787516315,29,193,504.91666666666663,7,9,29
21121,2.3846153846153846,3.0424349222966556,13,194,188.58333333333331,7,13,30
21123,1.0,0.0,3,55,18.25,7,0,7
21129,6.560975609756097,4.722545820253123,41,427,1636.4166666666665,7,21,67
2114,114.3,98.40340699627515,60,2534,41719.5,7,428,1228
21144,2.9166666666666665,2.4122273068079934,24,212,425.8333333333333,7,10,30
21145,5.882352941176471,4.878926272104083,34,450,1216.6666666666665,7,21,62
2115,5.310344827586207,3.616464811662094,29,484,936.8333333333333,7,16,53
21151,3.652173913043478,2.978845042388285,23,270,511.0,7,13,39
21155,1.0,0.0,2,31,12.166666666666666,7,0,7
21157,2.6842105263157894,3.334210410926024,19,238,310.25,7,15,34
21159,1.6666666666666667,1.1547005383792517,3,47,30.416666666666664,7,5,17
2116,3.033333333333333,2.906394060822037,30,162,553.5833333333333,7,13,34
21160,1.1111111111111112,0.3333333333333333,9,66,60.83333333333333,7,1,9
21166,1.3333333333333333,0.5163977794943222,6,54,48.666666666666664,7,2,11
21168,4.0,0.0,1,76,24.333333333333332,7,0,28
21169,2.5454545454545454,3.2361593398235615,11,200,170.33333333333331,7,14,32
2117,27.066666666666666,21.277717051832724,60,1483,9879.333333333332,7,93,282
21172,1.0,0.0,1,8,6.083333333333333,7,0,7
21178,1.0,0.0,1,29,6.083333333333333,7,0,7
21179,1.0,0.0,3,25,18.25,7,0,7
2118,2.0,1.4142135623730951,2,16,24.333333333333332,7,6,20
21181,3.3055555555555554,2.627540342976346,36,220,723.9166666666666,7,11,34
2119,2.5,2.073644135332772,6,45,91.25,7,9,26
21195,2.0,1.4142135623730951,2,17,24.333333333333332,7,6,20
21196,1.8333333333333333,0.408248290463863,6,72,66.91666666666666,7,2,15
2120,145.53333333333333,115.9126595017488,60,2501,53119.666666666664,7,504,1523
21201,3.9130434782608696,3.031875744716621,46,349,1095.0,7,13,40
21208,8.934782608695652,10.495294551820287,46,559,2500.25,7,46,109
2121,10.551724137931034,9.226530042454714,58,863,3723.0,7,40,114
21216,9.0,0.0,1,31,54.75,7,0,63
21217,1.0,0.0,1,14,6.083333333333333,7,0,7
21218,2.3333333333333335,2.42535625036333,18,140,255.5,7,11,27
2122,17.35,14.02639763119792,60,1126,6332.75,7,61,182
2123,2.65,2.2542357790099112,20,90,322.41666666666663,7,10,29
21230,1.0,0.0,3,45,18.25,7,0,7
21231,14.282051282051283,12.995846943803802,39,1165,3388.4166666666665,7,57,157
21232,8.487179487179487,7.129891838228074,39,635,2013.5833333333333,7,31,90
21233,7.636363636363637,7.310683196181189,44,584,2044.0,7,32,85
2125,4.621621621621622,2.947233649744483,37,204,1040.25,7,13,45
21250,12.0,0.0,1,99,73.0,7,0,84
21251,4.206896551724138,4.4189471139694705,29,287,742.1666666666666,7,19,48
21252,36.0,0.0,1,191,219.0,7,0,252
21254,6.355555555555555,6.164987486367731,45,398,1739.8333333333333,7,27,71
21259,1.0,0.0,4,51,24.333333333333332,7,0,7
21260,18.0,8.48528137423857,2,184,219.0,7,37,163
21267,4.555555555555555,4.069902033722994,27,306,748.25,7,18,50
21268,1.5,0.7559289460184544,8,99,73.0,7,3,14
2127,124.98333333333333,94.2725028959128,60,2949,45618.916666666664,7,410,1285
21270,2.2222222222222223,1.555088632070459,18,233,243.33333333333331,7,7,23
21271,2.09375,1.784509962553197,32,241,407.5833333333333,7,8,23
21272,1.0,0.0,3,64,18.25,7,0,7
21273,2.0,1.6583123951777,9,141,109.5,7,7,21
21276,1.0,0.0,2,14,12.166666666666666,7,0,7
21277,7.131578947368421,9.62589708738059,38,406,1648.5833333333333,7,42,92
21280,2.0,0.0,1,18,12.166666666666666,7,0,14
21281,2.142857142857143,1.5118578920369088,14,86,182.5,7,7,22
21282,1.0,0.0,1,32,6.083333333333333,7,0,7
21284,1.1538461538461537,0.554700196225229,13,101,91.25,7,2,10
21286,1.3333333333333333,0.5163977794943223,6,46,48.666666666666664,7,2,11
21287,5.035714285714286,4.417827041340094,28,273,857.75,7,19,54
21288,2.5,2.1213203435596424,2,42,30.416666666666664,7,9,26
2129,1.3333333333333333,0.5773502691896257,3,51,24.333333333333332,7,3,12
21296,2.0,1.0,3,68,36.5,7,4,18
21298,2.0,0.0,1,59,12.166666666666666,7,0,14
213,2.064516129032258,1.4126920841893265,31,184,389.3333333333333,7,6,20
2130,2.4074074074074074,1.3085299814107096,27,162,395.41666666666663,7,6,23
21300,1.3,0.48304589153964794,10,99,79.08333333333333,7,2,11
21308,14.263157894736842,12.408985869067616,38,712,3297.1666666666665,7,54,154
2131,14.96078431372549,17.27421290167946,51,845,4641.583333333333,7,75,180
21311,2.210526315789474,2.4170447375168496,19,113,255.5,7,11,26
21313,1.8461538461538463,0.9870962335856491,13,221,146.0,7,4,17
21317,6.457142857142857,3.9432955547273876,35,443,1374.8333333333333,7,17,62
21318,12.0,0.0,1,156,73.0,7,0,84
21319,4.694444444444445,3.655285366576885,36,398,1028.0833333333333,7,16,49
2132,13.055555555555555,12.410307138441024,54,813,4288.75,7,54,145
21320,1.4444444444444444,0.8819171036881969,9,120,79.08333333333333,7,4,14
21321,4.212121212121212,2.6428863927245314,33,460,845.5833333333333,7,12,41
21323,3.5555555555555554,5.174724898753341,9,208,194.66666666666666,7,23,48
21325,1.0,0.0,1,21,6.083333333333333,7,0,7
21326,4.181818181818182,3.14167628347191,22,204,559.6666666666666,7,14,43
21329,8.25,8.084222359806212,44,495,2208.25,7,35,93
21333,12.0,0.0,1,106,73.0,7,0,84
21338,2.2142857142857144,1.5281246137553166,14,137,188.58333333333331,7,7,22
21339,1.0,0.0,1,11,6.083333333333333,7,0,7
2134,1.0,0.0,1,70,6.083333333333333,7,0,7
21340,1.0,0.0,3,19,18.25,7,0,7
21341,2.8,1.9790570145063195,25,256,425.8333333333333,7,9,29
21342,2.5,0.7071067811865476,2,62,30.416666666666664,7,3,20
21352,2.0,0.0,1,17,12.166666666666666,7,0,14
21353,3.46875,2.590109911729367,32,446,675.25,7,11,35
21355,2.5,2.1213203435596424,2,76,30.416666666666664,7,9,26
21359,12.0,0.0,1,93,73.0,7,0,84
2136,7.0,11.808550311749377,44,366,1873.6666666666665,7,51,100
21363,2.5,3.0600059417648793,12,135,182.5,7,13,30
21364,2.2666666666666666,2.914659173083209,15,166,206.83333333333331,7,13,29
21366,1.0,0.0,7,84,42.58333333333333,7,0,7
21367,1.5454545454545454,0.8201995322647244,11,83,103.41666666666666,7,4,15
21369,2.125,1.5438048235879214,16,129,206.83333333333331,7,7,22
2137,1.2,0.4472135954999579,5,42,36.5,7,2,10
21374,14.0,4.898979485566356,6,369,511.0,7,21,119
21375,12.0,0.0,2,197,146.0,7,0,84
21380,1.1428571428571428,0.3779644730092272,7,71,48.666666666666664,7,2,10
21381,2.142857142857143,1.8516401995451028,21,198,273.75,7,8,23
21382,1.7333333333333334,0.9611501047232549,15,150,158.16666666666666,7,4,16
21383,1.0,0.0,3,51,18.25,7,0,7
21384,1.8,1.0954451150103321,5,65,54.75,7,5,18
21385,1.5,0.7071067811865476,2,45,18.25,7,3,14
21386,1.5,0.5773502691896257,4,59,36.5,7,3,14
21407,1.0,0.0,5,66,30.416666666666664,7,0,7
21408,1.25,0.4629100498862757,8,82,60.83333333333333,7,2,11
21409,4.0,6.164414002968976,5,64,121.66666666666666,7,27,55
21410,2.6666666666666665,3.2844906435973886,12,143,194.66666666666666,7,14,33
21411,2.0,1.4142135623730951,4,78,48.666666666666664,7,6,20
21412,4.285714285714286,7.356241276241945,21,280,547.5,7,32,62
21413,16.0,0.0,1,99,97.33333333333333,7,0,112
21416,12.0,0.0,2,221,146.0,7,0,84
21419,12.0,0.0,3,234,219.0,7,0,84
2142,7.38,7.953666847846383,50,566,2244.75,7,35,87
21420,12.0,0.0,3,234,219.0,7,0,84
21424,2.2,1.3038404810405297,5,98,66.91666666666666,7,6,21
21426,1.25,0.5,4,50,30.416666666666664,7,2,11
21427,4.428571428571429,8.638231741453085,7,159,188.58333333333331,7,38,69
21428,3.0,4.203173404306164,13,178,237.25,7,18,39
21429,1.0,0.0,4,25,24.333333333333332,7,0,7
2143,40.68333333333333,32.2781826230401,60,1512,14849.416666666666,7,140,425
