ds,yhat,SKU
2016-05-27,29.77347555781668,3545
2016-05-28,29.77347555781668,3545
2016-05-29,29.77347555781668,3545
2016-03-01,28.376097063488338,1233
2016-03-02,35.77103646376456,1233
2016-03-03,40.18964504878353,1233
2016-03-04,42.82984272597803,1233
2016-03-05,44.407408070484166,1233
2016-03-06,45.35003158602005,1233
2016-03-07,45.91326599981823,1233
2016-03-08,46.24980863816545,1233
2016-03-09,46.4508988852296,1233
2016-03-10,46.57105390529752,1233
2016-03-11,46.642848679327095,1233
2016-03-12,46.68574734119777,1233
2016-03-13,46.711380059110304,1233
2016-03-14,46.726696066625045,1233
2016-03-15,46.73584765511411,1233
2016-03-16,46.741315892955626,1233
2016-03-17,46.74458326289115,1233
2016-03-18,46.746535574879935,1233
2016-03-19,46.74770211621954,1233
2016-03-20,46.74839914553905,1233
2016-03-21,46.74881563302711,1233
2016-03-22,46.749064491752065,1233
2016-03-23,46.74921318929224,1233
2016-03-24,46.74930203873265,1233
2016-03-25,46.749355127862785,1233
2016-03-26,46.74938684956779,1233
2016-03-27,46.749405803854025,1233
2016-03-28,46.74941712937913,1233
2016-03-29,46.749423896583,1233
2016-03-30,46.74942794010837,1233
2016-03-31,46.74943035618712,1233
2016-04-01,46.749431799837396,1233
2016-04-02,46.74943266244426,1233
2016-04-03,46.749433177867296,1233
2016-04-04,46.74943348584178,1233
2016-04-05,46.74943366986204,1233
2016-04-06,46.749433779817444,1233
2016-04-07,46.749433845517764,1233
2016-04-08,46.74943388477488,1233
2016-04-09,46.74943390823171,1233
2016-04-10,46.74943392224758,1233
2016-04-11,46.74943393062232,1233
2016-04-12,46.74943393562637,1233
2016-04-13,46.749433938616384,1233
2016-04-14,46.74943394040297,1233
2016-04-15,46.74943394147049,1233
2016-04-16,46.749433942108354,1233
2016-04-17,46.74943394248949,1233
2016-04-18,46.749433942717225,1233
2016-04-19,46.7494339428533,1233
2016-04-20,46.74943394293461,1233
2016-04-21,46.74943394298319,1233
2016-04-22,46.749433943012214,1233
2016-04-23,46.74943394302956,1233
2016-04-24,46.749433943039925,1233
2016-04-25,46.74943394304612,1233
2016-04-26,46.74943394304982,1233
2016-04-27,46.74943394305203,1233
2016-04-28,46.749433943053354,1233
2016-04-29,46.74943394305414,1233
2016-04-30,46.74943394305461,1233
2016-05-01,46.749433943054896,1233
2016-05-02,46.74943394305507,1233
2016-05-03,46.749433943055166,1233
2016-05-04,46.74943394305522,1233
2016-05-05,46.74943394305526,1233
2016-05-06,46.74943394305528,1233
2016-05-07,46.749433943055294,1233
2016-05-08,46.7494339430553,1233
2016-05-09,46.74943394305531,1233
2016-05-10,46.74943394305531,1233
2016-05-11,46.74943394305531,1233
2016-05-12,46.74943394305531,1233
2016-05-13,46.74943394305531,1233
2016-05-14,46.74943394305531,1233
2016-05-15,46.74943394305531,1233
2016-05-16,46.74943394305531,1233
2016-05-17,46.74943394305531,1233
2016-05-18,46.74943394305531,1233
2016-05-19,46.74943394305531,1233
2016-05-20,46.74943394305531,1233
2016-05-21,46.74943394305531,1233
2016-05-22,46.74943394305531,1233
2016-05-23,46.74943394305531,1233
2016-05-24,46.74943394305531,1233
2016-05-25,46.74943394305531,1233
2016-05-26,46.74943394305531,1233
2016-05-27,46.74943394305531,1233
2016-05-28,46.74943394305531,1233
2016-05-29,46.74943394305531,1233
2016-03-01,36.01759680094811,8068
2016-03-02,45.3703511797342,8068
2016-03-03,50.83147094426246,8068
2016-03-04,54.020245916282214,8068
2016-03-05,55.88218747050812,8068
2016-03-06,56.96938439778371,8068
2016-03-07,57.60420408693819,8068
2016-03-08,57.97487845845987,8068
2016-03-09,58.1913170662258,8068
2016-03-10,58.31769664499016,8068
2016-03-11,58.391490309131306,8068
2016-03-12,58.43457879637441,8068
2016-03-13,58.459738378223435,8068
2016-03-14,58.474429183107034,8068
2016-03-15,58.483007217091185,8068
2016-03-16,58.48801597376696,8068
2016-03-17,58.490940611683236,8068
2016-03-18,58.49264832229786,8068
2016-03-19,58.49364546301298,8068
2016-03-20,58.49422769843228,8068
2016-03-21,58.494567668587294,8068
2016-03-22,58.49476617885044,8068
2016-03-23,58.49488208997968,8068
2016-03-24,58.49494977106412,8068
2016-03-25,58.494989290385696,8068
2016-03-26,58.49501236591397,8068
2016-03-27,58.495025839829616,8068
2016-03-28,58.495033707315926,8068
2016-03-29,58.49503830118028,8068
2016-03-30,58.49504098356051,8068
2016-03-31,58.49504254981566,8068
2016-04-01,58.495043464359824,8068
2016-04-02,58.495043998366704,8068
2016-04-03,58.49504431017598,8068
2016-04-04,58.49504449224296,8068
2016-04-05,58.49504459855278,8068
2016-04-06,58.49504466062761,8068
2016-04-07,58.495044696873414,8068
2016-04-08,58.49504471803752,8068
2016-04-09,58.49504473039534,8068
2016-04-10,58.49504473761114,8068
2016-04-11,58.49504474182448,8068
2016-04-12,58.49504474428467,8068
2016-04-13,58.49504474572119,8068
2016-04-14,58.49504474655998,8068
2016-04-15,58.49504474704975,8068
2016-04-16,58.495044747335726,8068
2016-04-17,58.49504474750271,8068
2016-04-18,58.49504474760021,8068
2016-04-19,58.49504474765715,8068
2016-04-20,58.49504474769039,8068
2016-04-21,58.495044747709805,8068
2016-04-22,58.49504474772114,8068
2016-04-23,58.49504474772775,8068
2016-04-24,58.49504474773162,8068
2016-04-25,58.49504474773388,8068
2016-04-26,58.49504474773519,8068
2016-04-27,58.49504474773596,8068
2016-04-28,58.49504474773641,8068
2016-04-29,58.49504474773667,8068
2016-04-30,58.49504474773683,8068
2016-05-01,58.49504474773692,8068
2016-05-02,58.49504474773697,8068
2016-05-03,58.495044747737,8068
2016-05-04,58.49504474773702,8068
2016-05-05,58.495044747737026,8068
2016-05-06,58.49504474773703,8068
2016-05-07,58.49504474773703,8068
2016-05-08,58.49504474773703,8068
2016-05-09,58.49504474773703,8068
2016-05-10,58.49504474773703,8068
2016-05-11,58.49504474773703,8068
2016-05-12,58.49504474773703,8068
2016-05-13,58.49504474773703,8068
2016-05-14,58.49504474773703,8068
2016-05-15,58.49504474773703,8068
2016-05-16,58.49504474773703,8068
2016-05-17,58.49504474773703,8068
2016-05-18,58.49504474773703,8068
2016-05-19,58.49504474773703,8068
2016-05-20,58.49504474773703,8068
2016-05-21,58.49504474773703,8068
2016-05-22,58.49504474773703,8068
2016-05-23,58.49504474773703,8068
2016-05-24,58.49504474773703,8068
2016-05-25,58.49504474773703,8068
2016-05-26,58.49504474773703,8068
2016-05-27,58.49504474773703,8068
2016-05-28,58.49504474773703,8068
2016-05-29,58.49504474773703,8068
2016-03-01,-1.7314145111166503,3405
2016-03-02,-0.19052958421441546,3405
2016-03-03,-0.3929200423901624,3405
2016-03-04,-0.3663366831493541,3405
2016-03-05,-0.36982832497325974,3405
2016-03-06,-0.36936970864429963,3405
2016-03-07,-0.3694299464773296,3405
2016-03-08,-0.36942203442470734,3405
2016-03-09,-0.36942307364829075,3405
2016-03-10,-0.3694229371494948,3405
2016-03-11,-0.3694229550781885,3405
2016-03-12,-0.36942295272331016,3405
2016-03-13,-0.36942295303261613,3405
2016-03-14,-0.36942295299198974,3405
2016-03-15,-0.3694229529973259,3405
2016-03-16,-0.36942295299662503,3405
2016-03-17,-0.36942295299671707,3405
2016-03-18,-0.36942295299670497,3405
2016-03-19,-0.3694229529967066,3405
2016-03-20,-0.36942295299670636,3405
2016-03-21,-0.36942295299670636,3405
2016-03-22,-0.36942295299670636,3405
2016-03-23,-0.36942295299670636,3405
2016-03-24,-0.36942295299670636,3405
2016-03-25,-0.36942295299670636,3405
2016-03-26,-0.36942295299670636,3405
2016-03-27,-0.36942295299670636,3405
2016-03-28,-0.36942295299670636,3405
2016-03-29,-0.36942295299670636,3405
2016-03-30,-0.36942295299670636,3405
2016-03-31,-0.36942295299670636,3405
2016-04-01,-0.36942295299670636,3405
2016-04-02,-0.36942295299670636,3405
2016-04-03,-0.36942295299670636,3405
2016-04-04,-0.36942295299670636,3405
2016-04-05,-0.36942295299670636,3405
2016-04-06,-0.36942295299670636,3405
2016-04-07,-0.36942295299670636,3405
2016-04-08,-0.36942295299670636,3405
2016-04-09,-0.36942295299670636,3405
2016-04-10,-0.36942295299670636,3405
2016-04-11,-0.36942295299670636,3405
2016-04-12,-0.36942295299670636,3405
2016-04-13,-0.36942295299670636,3405
2016-04-14,-0.36942295299670636,3405
2016-04-15,-0.36942295299670636,3405
2016-04-16,-0.36942295299670636,3405
2016-04-17,-0.36942295299670636,3405
2016-04-18,-0.36942295299670636,3405
2016-04-19,-0.36942295299670636,3405
2016-04-20,-0.36942295299670636,3405
2016-04-21,-0.36942295299670636,3405
2016-04-22,-0.36942295299670636,3405
2016-04-23,-0.36942295299670636,3405
2016-04-24,-0.36942295299670636,3405
2016-04-25,-0.36942295299670636,3405
2016-04-26,-0.36942295299670636,3405
2016-04-27,-0.36942295299670636,3405
2016-04-28,-0.36942295299670636,3405
2016-04-29,-0.36942295299670636,3405
2016-04-30,-0.36942295299670636,3405
2016-05-01,-0.36942295299670636,3405
2016-05-02,-0.36942295299670636,3405
2016-05-03,-0.36942295299670636,3405
2016-05-04,-0.36942295299670636,3405
2016-05-05,-0.36942295299670636,3405
2016-05-06,-0.36942295299670636,3405
2016-05-07,-0.36942295299670636,3405
2016-05-08,-0.36942295299670636,3405
2016-05-09,-0.36942295299670636,3405
2016-05-10,-0.36942295299670636,3405
2016-05-11,-0.36942295299670636,3405
2016-05-12,-0.36942295299670636,3405
2016-05-13,-0.36942295299670636,3405
2016-05-14,-0.36942295299670636,3405
2016-05-15,-0.36942295299670636,3405
2016-05-16,-0.36942295299670636,3405
2016-05-17,-0.36942295299670636,3405
2016-05-18,-0.36942295299670636,3405
2016-05-19,-0.36942295299670636,3405
2016-05-20,-0.36942295299670636,3405
2016-05-21,-0.36942295299670636,3405
2016-05-22,-0.36942295299670636,3405
2016-05-23,-0.36942295299670636,3405
2016-05-24,-0.36942295299670636,3405
2016-05-25,-0.36942295299670636,3405
2016-05-26,-0.36942295299670636,3405
2016-05-27,-0.36942295299670636,3405
2016-05-28,-0.36942295299670636,3405
2016-05-29,-0.36942295299670636,3405
2016-03-01,22.40546404804297,3858
2016-03-02,30.16123022261475,3858
2016-03-03,34.64834896308187,3858
2016-03-04,37.24438320881039,3858
2016-03-05,38.746325589834534,3858
2016-03-06,39.61527827011146,3858
2016-03-07,40.1180131087446,3858
2016-03-08,40.40887166032297,3858
2016-03-09,40.57714863364012,3858
2016-03-10,40.67450571527005,3858
2016-03-11,40.73083190866809,3858
2016-03-12,40.76341957470734,3858
2016-03-13,40.78227325385412,3858
2016-03-14,40.79318109907819,3858
2016-03-15,40.79949186137057,3858
2016-03-16,40.803142969347704,3858
2016-03-17,40.80525532738673,3858
2016-03-18,40.80647743763737,3858
2016-03-19,40.807184492709055,3858
2016-03-20,40.807593561264156,3858
2016-03-21,40.807830228943196,3858
2016-03-22,40.807967153645926,3858
2016-03-23,40.808046371789665,3858
2016-03-24,40.80809220365326,3858
2016-03-25,40.80811871979743,3858
2016-03-26,40.80813406078177,3858
2016-03-27,40.808142936348254,3858
2016-03-28,40.808148071330386,3858
2016-03-29,40.80815104218768,3858
2016-03-30,40.80815276098492,3858
2016-03-31,40.80815375539954,3858
2016-04-01,40.80815433072071,3858
2016-04-02,40.80815466357428,3858
2016-04-03,40.808154856147574,3858
2016-04-04,40.80815496756136,3858
2016-04-05,40.80815503202009,3858
2016-04-06,40.80815506931286,3858
2016-04-07,40.80815509088869,3858
2016-04-08,40.80815510337144,3858
2016-04-09,40.80815511059337,3858
2016-04-10,40.80815511477164,3858
2016-04-11,40.80815511718898,3858
2016-04-12,40.80815511858754,3858
2016-04-13,40.80815511939669,3858
2016-04-14,40.80815511986482,3858
2016-04-15,40.80815512013566,3858
2016-04-16,40.808155120292355,3858
2016-04-17,40.80815512038301,3858
2016-04-18,40.808155120435465,3858
2016-04-19,40.80815512046581,3858
2016-04-20,40.80815512048337,3858
2016-04-21,40.808155120493524,3858
2016-04-22,40.8081551204994,3858
2016-04-23,40.808155120502796,3858
2016-04-24,40.808155120504765,3858
2016-04-25,40.8081551205059,3858
2016-04-26,40.80815512050656,3858
2016-04-27,40.808155120506946,3858
2016-04-28,40.808155120507166,3858
2016-04-29,40.808155120507294,3858
2016-04-30,40.808155120507365,3858
2016-05-01,40.80815512050741,3858
2016-05-02,40.80815512050743,3858
2016-05-03,40.80815512050744,3858
2016-05-04,40.80815512050745,3858
2016-05-05,40.80815512050746,3858
2016-05-06,40.80815512050746,3858
2016-05-07,40.80815512050746,3858
2016-05-08,40.80815512050746,3858
2016-05-09,40.80815512050746,3858
2016-05-10,40.80815512050746,3858
2016-05-11,40.80815512050746,3858
2016-05-12,40.80815512050746,3858
2016-05-13,40.80815512050746,3858
2016-05-14,40.80815512050746,3858
2016-05-15,40.80815512050746,3858
2016-05-16,40.80815512050746,3858
2016-05-17,40.80815512050746,3858
2016-05-18,40.80815512050746,3858
2016-05-19,40.80815512050746,3858
2016-05-20,40.80815512050746,3858
2016-05-21,40.80815512050746,3858
2016-05-22,40.80815512050746,3858
2016-05-23,40.80815512050746,3858
2016-05-24,40.80815512050746,3858
2016-05-25,40.80815512050746,3858
2016-05-26,40.80815512050746,3858
2016-05-27,40.80815512050746,3858
2016-05-28,40.80815512050746,3858
2016-05-29,40.80815512050746,3858
2016-03-01,14.730776965303559,2589
2016-03-02,17.085562294701372,2589
2016-03-03,18.25767714776153,2589
2016-03-04,18.84110749770157,2589
2016-03-05,19.13151502247823,2589
2016-03-06,19.276067890623626,2589
2016-03-07,19.34802033643277,2589
2016-03-08,19.383835291364765,2589
2016-03-09,19.401662496296524,2589
2016-03-10,19.41053614241118,2589
2016-03-11,19.414953076847596,2589
2016-03-12,19.41715164433198,2589
2016-03-13,19.418246000395666,2589
2016-03-14,19.418790725632725,2589
2016-03-15,19.419061867351346,2589
2016-03-16,19.41919683049712,2589
2016-03-17,19.41926400957532,2589
2016-03-18,19.419297448545056,2589
2016-03-19,19.41931409308272,2589
2016-03-20,19.419322378045926,2589
2016-03-21,19.41932650195833,2589
2016-03-22,19.419328554671555,2589
2016-03-23,19.419329576427394,2589
2016-03-24,19.41933008501524,2589
2016-03-25,19.419330338169257,2589
2016-03-26,19.419330464178866,2589
2016-03-27,19.419330526901245,2589
2016-03-28,19.419330558121853,2589
2016-03-29,19.419330573662183,2589
2016-03-30,19.419330581397517,2589
2016-03-31,19.419330585247845,2589
2016-04-01,19.41933058716438,2589
2016-04-02,19.419330588118353,2589
2016-04-03,19.4193305885932,2589
2016-04-04,19.41933058882956,2589
2016-04-05,19.41933058894721,2589
2016-04-06,19.419330589005774,2589
2016-04-07,19.419330589034924,2589
2016-04-08,19.419330589049434,2589
2016-04-09,19.419330589056656,2589
2016-04-10,19.41933058906025,2589
2016-04-11,19.419330589062042,2589
2016-04-12,19.419330589062934,2589
2016-04-13,19.419330589063378,2589
2016-04-14,19.4193305890636,2589
2016-04-15,19.41933058906371,2589
2016-04-16,19.41933058906376,2589
2016-04-17,19.41933058906379,2589
2016-04-18,19.419330589063804,2589
2016-04-19,19.41933058906381,2589
2016-04-20,19.419330589063815,2589
2016-04-21,19.419330589063815,2589
2016-04-22,19.419330589063815,2589
2016-04-23,19.419330589063815,2589
2016-04-24,19.419330589063815,2589
2016-04-25,19.419330589063815,2589
2016-04-26,19.419330589063815,2589
2016-04-27,19.419330589063815,2589
2016-04-28,19.419330589063815,2589
2016-04-29,19.419330589063815,2589
2016-04-30,19.419330589063815,2589
2016-05-01,19.419330589063815,2589
2016-05-02,19.419330589063815,2589
2016-05-03,19.419330589063815,2589
2016-05-04,19.419330589063815,2589
2016-05-05,19.419330589063815,2589
2016-05-06,19.419330589063815,2589
2016-05-07,19.419330589063815,2589
2016-05-08,19.419330589063815,2589
2016-05-09,19.419330589063815,2589
2016-05-10,19.419330589063815,2589
2016-05-11,19.419330589063815,2589
2016-05-12,19.419330589063815,2589
2016-05-13,19.419330589063815,2589
2016-05-14,19.419330589063815,2589
2016-05-15,19.419330589063815,2589
2016-05-16,19.419330589063815,2589
2016-05-17,19.419330589063815,2589
2016-05-18,19.419330589063815,2589
2016-05-19,19.419330589063815,2589
2016-05-20,19.419330589063815,2589
2016-05-21,19.419330589063815,2589
2016-05-22,19.419330589063815,2589
2016-05-23,19.419330589063815,2589
2016-05-24,19.419330589063815,2589
2016-05-25,19.419330589063815,2589
2016-05-26,19.419330589063815,2589
2016-05-27,19.419330589063815,2589
2016-05-28,19.419330589063815,2589
2016-05-29,19.419330589063815,2589
2016-03-01,28.970623775911562,4227
2016-03-02,28.91634817920342,4227
2016-03-03,28.91733983638395,4227
2016-03-04,28.917321718039364,4227
2016-03-05,28.91732204907555,4227
2016-03-06,28.917322043027262,4227
2016-03-07,28.91732204313777,4227
2016-03-08,28.91732204313575,4227
2016-03-09,28.917322043135787,4227
2016-03-10,28.917322043135787,4227
2016-03-11,28.917322043135787,4227
2016-03-12,28.917322043135787,4227
2016-03-13,28.917322043135787,4227
2016-03-14,28.917322043135787,4227
2016-03-15,28.917322043135787,4227
2016-03-16,28.917322043135787,4227
2016-03-17,28.917322043135787,4227
2016-03-18,28.917322043135787,4227
2016-03-19,28.917322043135787,4227
2016-03-20,28.917322043135787,4227
2016-03-21,28.917322043135787,4227
2016-03-22,28.917322043135787,4227
2016-03-23,28.917322043135787,4227
2016-03-24,28.917322043135787,4227
2016-03-25,28.917322043135787,4227
2016-03-26,28.917322043135787,4227
2016-03-27,28.917322043135787,4227
2016-03-28,28.917322043135787,4227
2016-03-29,28.917322043135787,4227
2016-03-30,28.917322043135787,4227
2016-03-31,28.917322043135787,4227
2016-04-01,28.917322043135787,4227
2016-04-02,28.917322043135787,4227
2016-04-03,28.917322043135787,4227
2016-04-04,28.917322043135787,4227
2016-04-05,28.917322043135787,4227
2016-04-06,28.917322043135787,4227
2016-04-07,28.917322043135787,4227
2016-04-08,28.917322043135787,4227
2016-04-09,28.917322043135787,4227
2016-04-10,28.917322043135787,4227
2016-04-11,28.917322043135787,4227
2016-04-12,28.917322043135787,4227
2016-04-13,28.917322043135787,4227
2016-04-14,28.917322043135787,4227
2016-04-15,28.917322043135787,4227
2016-04-16,28.917322043135787,4227
2016-04-17,28.917322043135787,4227
2016-04-18,28.917322043135787,4227
2016-04-19,28.917322043135787,4227
2016-04-20,28.917322043135787,4227
2016-04-21,28.917322043135787,4227
2016-04-22,28.917322043135787,4227
2016-04-23,28.917322043135787,4227
2016-04-24,28.917322043135787,4227
2016-04-25,28.917322043135787,4227
2016-04-26,28.917322043135787,4227
2016-04-27,28.917322043135787,4227
2016-04-28,28.917322043135787,4227
2016-04-29,28.917322043135787,4227
2016-04-30,28.917322043135787,4227
2016-05-01,28.917322043135787,4227
2016-05-02,28.917322043135787,4227
2016-05-03,28.917322043135787,4227
2016-05-04,28.917322043135787,4227
2016-05-05,28.917322043135787,4227
2016-05-06,28.917322043135787,4227
2016-05-07,28.917322043135787,4227
2016-05-08,28.917322043135787,4227
2016-05-09,28.917322043135787,4227
2016-05-10,28.917322043135787,4227
2016-05-11,28.917322043135787,4227
2016-05-12,28.917322043135787,4227
2016-05-13,28.917322043135787,4227
2016-05-14,28.917322043135787,4227
2016-05-15,28.917322043135787,4227
2016-05-16,28.917322043135787,4227
2016-05-17,28.917322043135787,4227
2016-05-18,28.917322043135787,4227
2016-05-19,28.917322043135787,4227
2016-05-20,28.917322043135787,4227
2016-05-21,28.917322043135787,4227
2016-05-22,28.917322043135787,4227
2016-05-23,28.917322043135787,4227
2016-05-24,28.917322043135787,4227
2016-05-25,28.917322043135787,4227
2016-05-26,28.917322043135787,4227
2016-05-27,28.917322043135787,4227
2016-05-28,28.917322043135787,4227
2016-05-29,28.917322043135787,4227
2016-03-01,20.949138087670477,1376
2016-03-02,20.92546201638978,1376
2016-03-03,20.914440874525177,1376
2016-03-04,20.90931056525386,1376
2016-03-05,20.9069224213081,1376
2016-03-06,20.905810747293128,1376
2016-03-07,20.905293266293814,1376
2016-03-08,20.905052380403664,1376
2016-03-09,20.90494024872704,1376
2016-03-10,20.904888051759862,1376
2016-03-11,20.904863754224458,1376
2016-03-12,20.904852443792862,1376
2016-03-13,20.90484717882007,1376
2016-03-14,20.90484472799065,1376
2016-03-15,20.904843587136728,1376
2016-03-16,20.90484305607257,1376
2016-03-17,20.90484280886376,1376
2016-03-18,20.90484269378878,1376
2016-03-19,20.904842640221716,1376
2016-03-20,20.904842615286405,1376
2016-03-21,20.90484260367909,1376
2016-03-22,20.90484259827592,1376
2016-03-23,20.90484259576076,1376
2016-03-24,20.904842594589958,1376
2016-03-25,20.904842594044954,1376
2016-03-26,20.904842593791255,1376
2016-03-27,20.90484259367316,1376
2016-03-28,20.904842593618184,1376
2016-03-29,20.904842593592594,1376
2016-03-30,20.904842593580682,1376
2016-03-31,20.904842593575136,1376
2016-04-01,20.904842593572553,1376
2016-04-02,20.904842593571352,1376
2016-04-03,20.904842593570795,1376
2016-04-04,20.904842593570535,1376
2016-04-05,20.904842593570415,1376
2016-04-06,20.904842593570358,1376
2016-04-07,20.904842593570333,1376
2016-04-08,20.904842593570322,1376
2016-04-09,20.904842593570315,1376
2016-04-10,20.90484259357031,1376
2016-04-11,20.90484259357031,1376
2016-04-12,20.90484259357031,1376
2016-04-13,20.90484259357031,1376
2016-04-14,20.90484259357031,1376
