SKU,Description,total_qty,total_revenue,avg_price,n_transactions,cum_value,cum_perc,ABC
6572,Ch Greysac,308,5540.919999999999,17.99,178,25919916.040000055,0.7821486015706983,A
8050,Absolut Mandrin,308,5540.919999999999,17.99,248,25925456.960000057,0.7823158020671324,A
12495,Cupcake Malbec,663,5539.37,8.356754617414248,379,25930996.330000058,0.7824829557914114,A
2532,The Macallan 12 Yr Old,41,5534.59,134.99,28,25936530.920000058,0.7826499652763991,A
23047,From the Tank Red Keg,24,5531.76,230.49,1,25942062.68000006,0.7828168893644845,A
8970,Ice Box Manhattan,480,5527.2,11.580551181102363,254,25947589.88000006,0.7829836758519071,A
6293,Fetzer Gewurz,552,5514.4800000000005,9.99,318,25953104.36000006,0.7831500785059023,A
5316,Amaretto DiSaronno,2408,5514.32,2.29,1022,25958618.68000006,0.7833164763318041,A
2142,Bird Dog Apple Whiskey,369,5501.31,14.907241379310346,290,25964119.990000058,0.7834824815733592,A
41990,Heitz Cab Svgn Napa,100,5499.0,54.99,55,25969618.990000058,0.7836484171093153,A
26943,Jordan Cab Svgn Alex Valley,110,5498.9,49.99,46,25975117.890000056,0.7838143496277131,A
3174,Cold River Vodka,162,5498.38,33.89756302521008,119,25980616.270000055,0.7839802664548072,A
4064,Calico Jack Pin/Coc Rum,423,5494.77,12.99,330,25986111.040000055,0.7841460743480435,A
2606,Glenmorangie Original 18Yr,49,5491.51,112.47780487804879,41,25991602.550000057,0.7843117838688762,A
13278,Sonoma-Cutrer Pnt Nr,183,5488.17,29.99,49,25997090.72000006,0.7844773926032587,A
14054,Seaglass Rsl,610,5483.9,8.99,337,26002574.620000057,0.7846428724878977,A
38681,Morgan Winery Metalico Chard,322,5470.78,16.99,120,26008045.400000058,0.7848079564688758,A
6933,Ch Ste Michelle Svgn Bl,509,5469.91,10.846187290969901,299,26013515.31000006,0.7849730141970959,A
44717,Dom Chandon Rose Spklg,324,5468.759999999999,16.92121693121693,189,26018984.07000006,0.7851380372233945,A
3981,Three Olives Berry Vodka,456,5467.4400000000005,11.99,244,26024451.51000006,0.7853030204179223,A
26821,Estancia Merlot Central Cst,542,5446.58,10.03923076923077,325,26029898.09000006,0.7854673741497696,A
3959,Hornitos Black Barrel,186,5446.139999999999,29.276585365853656,164,26035344.23000006,0.78563171460436,A
1781,Wild Turkey Russell's Rsv,100,5444.0,53.71093023255814,43,26040788.23000006,0.7857959904832008,A
25373,Sella & Mosca RSV Cannonau,418,5428.82,12.983630573248409,157,26046217.05000006,0.7859598082966778,A
28548,St Francis Old Vines Znfdl,336,5426.64,16.18718309859155,213,26051643.69000006,0.7861235603273818,A
25711,Alexander Vly Vyd Cab Svgn,337,5420.63,16.165824175824174,91,26057064.32000006,0.7862871310028264,A
21277,Nicholson Ranch Chard Son Ct,271,5417.29,19.99,127,26062481.61000006,0.7864506008918208,A
25934,Gabbiano Chianti,673,5413.27,8.067151335311573,337,26067894.88000006,0.7866139494749679,A
3921,Espolon Reposado Tequila,203,5412.969999999999,26.66977528089887,178,26073307.850000057,0.7867772890054398,A
10579,High Note Malbec Mendoza,484,5410.16,11.163431734317344,271,26078718.010000058,0.7869405437425208,A
2254,Canadian Club Triple Aged,375,5403.25,14.410074349442379,269,26084121.260000058,0.787103589966317,A
159,Glenmorangie Original VAP,131,5402.6900000000005,41.13953271028038,107,26089523.95000006,0.7872666192917863,A
2964,Auchentoshan 21 Yr Scotch,24,5399.76,224.99,3,26094923.71000006,0.7874295602027946,A
23712,Bell'Agio Chianti Flask,532,5388.68,10.116888217522659,331,26100312.39000006,0.7875921667683332,A
46985,Rodney Strong Cab Svgn Alexa,234,5385.66,23.034776119402984,134,26105698.05000006,0.7877546822036083,A
4270,Brugal Anejo Rum,278,5380.219999999999,19.263684210526314,190,26111078.27000006,0.7879170334837069,A
16394,Ghost Pines Red L Martini,299,5379.009999999999,17.99,171,26116457.28000006,0.7880793482513491,A
2521,Jameson Gold Rsv,57,5374.429999999999,94.40176470588234,51,26121831.71000006,0.7882415248148168,A
4320,D'Usse VSOP Cognac,103,5373.97,52.169487179487184,78,26127205.68000006,0.7884036874975159,A
39708,R Mondavi Pvt Sln Pnt Grigio,598,5362.02,8.957105263157894,304,26132567.70000006,0.7885654895819872,A
3425,Olmeca Altos Plata Tequila,227,5329.73,23.45341463414634,205,26137897.43000006,0.7887263172968539,A
3457,Olmeca Altos Plata Tequila,137,5323.63,38.826206896551724,116,26143221.06000006,0.7888869609406587,A
8606,Baileys Espresso Creme,5369,5315.31,0.99,810,26148536.370000057,0.7890473535236052,A
8448,Cruzan Aged Dark Rum,492,5304.08,10.782270531400965,414,26153840.450000055,0.7892074072347444,A
23076,Madrigal Znfdl,379,5302.21,13.99,167,26159142.660000056,0.7893674045175417,A
38178,Rex Goliath Cab Svgn,874,5293.26,6.077591240875912,411,26164435.920000058,0.789527131728863,A
419,Absolut Citron,242,5287.58,21.805789473684207,152,26169723.500000056,0.7896866875428675,A
2054,Johnnie Walker Select Casks,120,5278.8,43.99,103,26175002.300000057,0.7898459784152454,A
4258,Bacardi Mango Fusion,397,5270.03,13.27,300,26180272.330000058,0.7900050046477524,A
22583,Cambria Julias Vyd Pnt Nr,263,5269.37,20.061428571428568,112,26185541.70000006,0.7901640109643738,A
8103,Sauza Gold Tequila,5317,5263.83,0.99,1027,26190805.530000057,0.7903228501082604,A
8420,Frangelico Hazelnut Liqueur,123,5257.77,42.643846153846155,78,26196063.300000057,0.7904815063881084,A
4178,Fabrizia Limoncello,525,5244.75,9.99,345,26201308.050000057,0.7906397697818539,A
6896,Sterling Merlot,274,5236.139999999999,18.998648648648647,148,26206544.190000057,0.7907977733638218,A
13258,ChocoVine,416,5223.84,12.62265306122449,294,26211768.030000057,0.7909554057861076,A
1515,Old Overholt,364,5221.36,14.102299465240643,187,26216989.390000056,0.7911129633729452,A
5747,Malibu Pineapple Rum,360,5220.4,14.495535055350553,271,26222209.790000055,0.7912704919912223,A
1389,Makers Mark,1745,5217.55,2.9900000000000007,688,26227427.340000056,0.7914279346090852,A
8442,1800 Silver Tequila,360,5216.4,14.49,307,26232643.740000054,0.7915853425250267,A
19934,Perrin Cotes du Rhone RSV Rg,474,5209.26,10.99,262,26237853.000000056,0.791742534987299,A
3919,Hornitos Reposado Tequila,444,5208.06,11.735231607629428,367,26243061.060000055,0.7918996912388705,A
33037,Beringer Fndrs Est Cab Svgn,249,5206.509999999999,21.00785714285714,168,26248267.570000056,0.7920568007182871,A
22079,C Y Toro Casa Diblo Cab Svgn,521,5204.79,9.99,301,26253472.360000055,0.7922138582956992,A
4278,Capt Morgan Parrot Bay Cocnt,434,5203.66,11.99,353,26258676.020000055,0.7923708817747016,A
2246,Speyburn Brandan Orach,274,5203.259999999999,18.99,231,26263879.280000057,0.7925278931834704,A
31356,Justin Isosceles Paso Roble,65,5199.349999999999,79.99,21,26269078.63000006,0.7926847866057061,A
24846,Franciscan Merlot Napa,272,5198.28,19.06741935483871,155,26274276.91000006,0.792841647740067,A
43788,Veuve Clicquot Ponsardin Rs,96,5189.04,54.0525,64,26279465.95000006,0.7929982300520324,A
8658,Absente 'Absinthe Refined',144,5188.56,36.05201550387597,129,26284654.510000058,0.7931547978797177,A
11499,C Krug Cab Svgn,185,5184.15,28.096666666666668,75,26289838.660000056,0.7933112326330777,A
19302,Tomaiolo Chianti Clsco Rsva,432,5179.68,11.99,224,26295018.340000056,0.7934675325015778,A
44854,Duckhorn Merlot Napa,90,5174.1,57.03255319148936,47,26300192.440000057,0.7936236639903196,A
31200,Banfi Rosso di Montalcino,270,5173.3,19.229999999999997,150,26305365.740000058,0.7937797713385942,A
13723,Big House Red,290,5173.099999999999,17.830579710144928,207,26310538.84000006,0.7939358726517521,A
20064,Ch Grand Leoville 10 Brdx,11,5169.89,469.99,1,26315708.73000006,0.7940918771012856,A
25846,Groth Svgn Bl Napa Valley,235,5165.65,22.01112676056338,142,26320874.38000006,0.7942477536063433,A
22194,Placido Pinot Grigio Venezi,465,5158.35,11.096280193236714,207,26326032.73000006,0.7944034098296384,A
29835,Casal Garcia Vinho Verde Wh,645,5153.55,7.99,281,26331186.28000006,0.7945589212101307,A
14991,Banshee Pnt Nr Sonoma Cnty,286,5145.139999999999,17.99,111,26336331.42000006,0.7947141788139622,A
22584,Cambria Katherines Chard,284,5141.16,18.19125786163522,159,26341472.58000006,0.7948693163189698,A
2902,Stranahan's Colorado Whiskey,108,5137.92,47.31530120481928,83,26346610.500000063,0.7950243560550856,A
7986,Sapling Vermont Maple Liquer,172,5137.28,29.86596899224806,129,26351747.780000065,0.7951793764788275,A
5333,Jenkins Amaretto,351,5129.49,14.576776859504132,242,26356877.270000063,0.7953341618347708,A
2045,Monkey 47 Dry Gin,135,5128.650000000001,37.99,105,26362005.92000006,0.7954889218432235,A
23258,David Bruce Pnt Nr Anderson,171,5128.29,29.99,29,26367134.21000006,0.795643670988466,A
20419,Spalletti Toscana Rosso Palz,263,5125.87,19.49,152,26372260.08000006,0.7957983471087956,A
1464,Tin Cup Whiskey,203,5123.969999999999,25.237058823529413,170,26377384.05000006,0.7959529658955156,A
37840,Los Cardos Malbec Mendoza,641,5121.59,7.989999999999999,313,26382505.64000006,0.7961075128643459,A
41970,Troublemaker Red,321,5119.79,15.93078947368421,152,26387625.43000006,0.7962620055171251,A
2658,Cutty Sark,317,5118.83,16.157883211678833,274,26392744.260000058,0.7964164692013438,A
1001,Bailey's 50mL 4 Pack,853,5109.47,5.99,316,26397853.730000056,0.796570650442097,A
5897,99 Bananas,335,5106.65,15.233636363636364,275,26402960.380000055,0.7967247465877035,A
16317,Noble Vines 446 Chard Monter,464,5105.36,11.02061224489796,196,26408065.740000054,0.7968788038068069,A
6950,Solerno Blood Orange Liqueur,147,5095.530000000001,34.64,120,26413161.270000055,0.7970325643999204,A
8118,Mr Boston Blackberry Brandy,741,5087.59,6.877884267631104,553,26418248.860000055,0.7971860853988976,A
513,Ocean Vodka,162,5084.38,31.36162162162162,148,26423333.240000054,0.7973395095342504,A
36750,Big House Cardinal Bst Znfdl,718,5080.82,7.074033613445379,357,26428414.060000055,0.7974928262445244,A
11238,Willamette Whole Clst Pnt Nr,252,5079.48,20.278288288288287,111,26433493.540000055,0.7976461025195161,A
3476,Reyka Vodka,229,5075.71,22.22076923076923,195,26438569.250000056,0.7977992650325563,A
13141,Noble Vines 181 Merlot Lodi,458,5075.42,11.087674418604651,215,26443644.670000058,0.7979524187946773,A
8978,Riunite Lambrusco,332,5074.68,15.30404958677686,242,26448719.350000057,0.798105550226866,A
11888,Penfolds Koonunga Hills Shir,459,5072.41,11.078709677419354,248,26453791.760000058,0.7982586131604793,A
37235,Mionetto Il Prosecco Spklg,423,5071.77,11.989999999999998,232,26458863.530000057,0.798411656781719,A
4197,Sailor Jerry Spiced Rum Trav,298,5069.0199999999995,17.018169014084506,213,26463932.550000057,0.7985646174201028,A
7224,Jagermeister Spice,317,5068.83,15.99,247,26469001.380000055,0.7987175723251256,A
5212,Margaritaville Silver,222,5064.78,22.746906077348065,181,26474066.160000056,0.7988704050190337,A
31971,Trinchero Main St Cab Svgn,562,5052.38,8.99,286,26479118.540000055,0.7990228635357011,A
42421,Firesteed Pnt Gris Ore,368,5050.32,13.712488038277511,209,26484168.860000055,0.7991752598906657,A
7994,Stock Italian Sweet Vermouth,505,5044.95,9.99,343,26489213.810000055,0.7993274942027446,A
28579,R M Woodbridge Merlot Cal,631,5041.69,7.99,294,26494255.500000056,0.7994796301424201,A
26285,Moet & Chandon Imperial,66,5041.34,76.6937037037037,54,26499296.840000056,0.7996317555206411,A
1657,Dalwhinnie Distillers Edtion,72,5039.28,69.99,53,26504336.120000057,0.7997838187371593,A
4280,Capt Morgan Parrot Bay Coco,210,5037.9,23.99,144,26509374.020000055,0.7999358403113717,A
24286,Kendall Jackson Gr RSV Cab S,197,5035.03,25.422,125,26514409.050000057,0.8000877752816582,B
759,Bunnahabhain 12 Yr Single,96,5027.04,52.38759036144578,83,26519436.090000056,0.8002394691490292,B
5334,Kahlua Especial,205,5026.95,24.54172413793103,174,26524463.040000055,0.8003911603005976,B
757,Jim Beam Rye,278,5026.219999999999,18.100599078341013,217,26529489.260000054,0.8005428294239899,B
32796,Warre's Otima 10-Yr Tawny,251,5023.49,20.011857923497267,183,26534512.750000052,0.8006944161680379,B
37435,Duval-Leroy Champagne Brut,157,5022.429999999999,31.99,84,26539535.18000005,0.8008459709259671,B
2433,Crown Royal X R Extra Rare,38,5015.620000000001,131.99,32,26544550.800000053,0.8009973201881698,B
1991,The Macallan M Decanter,1,4999.99,4999.99,1,26549550.79000005,0.8011481978059959,B
12203,Cavit Prosecco Lunetta,500,4995.0,9.99,197,26554545.79000005,0.8012989248476582,B
41254,Ch St Jean Merlot Cal,409,4990.63,12.448823529411765,221,26559536.42000005,0.8014495200220189,B
42948,Root 1 Cab Svgn,418,4989.82,11.929163498098859,263,26564526.24000005,0.8016000907541565,B
2841,High West Double Rye Whiskey,143,4983.570000000001,34.81142857142857,112,26569509.81000005,0.8017504728888947,B
43450,Fish Eye Pnt Grigio,293,4978.07,16.99,206,26574487.88000005,0.8019006890579213,B
29407,Wild Horse CC Merlot,310,4977.9,16.085238095238097,189,26579465.78000005,0.8020509000970987,B
24664,M Chiarlo 10 Chiarlo Rosso,498,4975.02,9.99,139,26584440.80000005,0.8022010242305944,B
8599,Jenkins Amaretto,830,4971.7,5.99,564,26589412.50000005,0.8023510481811514,B
5462,Barenjager Honey Liqueur,226,4969.74,21.99,198,26594382.240000047,0.802501012987564,B
31493,Barefoot Merlot Cal,807,4965.530000000001,6.181988130563798,337,26599347.770000048,0.8026508507547684,B
8262,Metcalfe's Vermont Maple,230,4961.7,21.56894736842105,190,26604309.470000047,0.8028005729494863,B
28580,Silverado Chard,206,4955.94,24.05779661016949,118,26609265.41000005,0.8029501213328409,B
2644,Chivas Regal 18-Yr Scotch,63,4949.37,78.45153846153845,52,26614214.78000005,0.8030994714626092,B
17814,Ruffino Chianti Clsc Rsv Gld,141,4948.59,35.147894736842105,95,26619163.37000005,0.8032487980554219,B
16816,H3 Horse Heaven Hills Merlot,412,4940.88,11.99568181818182,176,26624104.25000005,0.8033978919944827,B
4767,El Jimador Reposado Tequila,166,4936.34,29.709424460431652,139,26629040.59000005,0.8035468489363925,B
4250,Zaya Grand Reserva Rum,114,4928.860000000001,43.13432989690721,97,26633969.450000048,0.8036955801649346,B
8295,E.H. Taylor Jr Small Batch,123,4918.77,39.99,78,26638888.220000047,0.803844006921835,B
3390,Cold River Blueberry Vodka,164,4918.36,29.99,127,26643806.580000047,0.803992421306746,B
27512,Warre's Late Bottled Vintage,217,4917.83,22.744285714285713,175,26648724.410000045,0.8041408196985974,B
4050,Bacardi Oakheart Spiced Rum,372,4910.28,13.21292993630573,314,26653634.690000046,0.8042889902647904,B
26427,Latour Pouilly Fuisse,222,4909.78,22.139532710280374,107,26658544.470000047,0.8044371457431915,B
5731,Malibu Passion Fruit Rum,337,4907.63,14.498333333333333,240,26663452.100000046,0.804585236344087,B
5270,Southern Comfort,2466,4907.34,1.99,750,26668359.440000046,0.8047333181940632,B
12943,Middle Sister Drama Queen Pi,491,4905.09,9.99,284,26673264.530000046,0.8048813321489756,B
2935,Talisker 18 Yr Old Scotch,49,4899.51,99.99,34,26678164.040000048,0.8050291777241299,B
13979,Jos Phelps Pnt Nr,140,4898.6,34.99,76,26683062.64000005,0.8051769958395028,B
8265,Cockburns Fine Ruby Port,490,4895.1,9.99,307,26687957.74000005,0.8053247083403319,B
9388,Hennessy Privilege VSOP,190,4892.099999999999,25.68924812030075,133,26692849.840000052,0.8054723303144092,B
5597,DeKuyper Watermelon Pucker,456,4891.4400000000005,10.73927113702624,343,26697741.280000053,0.8056199323726013,B
13163,Barefoot Bubbly Moscato,508,4882.92,9.693947368421053,304,26702624.200000055,0.8057672773348183,B
5629,RumChata Liqueur,543,4881.57,8.99,348,26707505.770000055,0.8059145815599971,B
23271,Darkhorse Merlot,610,4873.9,7.989999999999999,282,26712379.670000054,0.8060616543384471,B
361,Effen Cucumber Vodka,202,4867.98,24.00840490797546,163,26717247.650000054,0.8062085484774404,B
1365,Stoli Mini Bar 5/50mLs Pack,609,4865.91,7.990000000000001,405,26722113.560000055,0.8063553801529749,B
6861,Sutter Home Clsc Wh Znfdl,812,4863.88,5.99,437,26726977.440000053,0.8065021505720742,B
2549,WhistlePig 10Yr Rye,109,4859.91,44.55,100,26731837.350000054,0.8066488011941053,B
6859,C Y Toro Frontera Chard,531,4857.69,9.138698884758364,269,26736695.040000055,0.8067953848263401,B
17756,Cline Cool Climate Pnt Nr,324,4856.76,14.99,188,26741551.800000057,0.8069419403952819,B
1817,Irishman Founders RSV Whisky,220,4855.799999999999,22.067319587628862,194,26746407.600000057,0.8070884669956631,B
6958,Vendange Svgn Bl,510,4846.9,9.560469798657717,298,26751254.500000056,0.8072347250333474,B
17865,Ch St Jean Pnt Nr,407,4839.65,12.080666666666668,210,26756094.150000054,0.8073807642980483,B
758,Cointreau Liqueur,121,4838.79,39.99,81,26760932.940000053,0.807526777611747,B
21129,St Supery Svgn Bl Napa,269,4837.3099999999995,18.01142857142857,140,26765770.250000052,0.8076727462655815,B
23307,Ch St Sulpice,403,4831.97,11.99,221,26770602.22000005,0.807818553781798,B
24205,Raeburn Chard RRV,460,4825.4,10.49,119,26775427.62000005,0.8079641630444281,B
4234,Bacardi Pineapple Fusion,364,4822.36,13.293135888501743,287,26780249.98000005,0.808109680573283,B
8808,Salignac VS Cognac,267,4807.33,18.00923076923077,208,26785057.310000047,0.8082547445631117,B
28775,C K Mondavi Merlot,435,4800.65,11.03982206405694,281,26789857.960000046,0.8083996069800399,B
2598,Firefly Apple Pie Moonshine,320,4796.8,14.99,257,26794654.760000046,0.8085443532209701,B
4075,Bacardi Pineapple Fusion,201,4785.99,23.77698224852071,169,26799440.750000045,0.808688773263838,B
2145,WolfHound Irish Whiskey,266,4785.339999999999,17.99,228,26804226.090000045,0.8088331736925765,B
17177,Beringer Classic Merlot,436,4784.64,11.20969696969697,264,26809010.730000045,0.8089775529984061,B
16761,Dolin Dry White Vermouth,342,4784.58,13.99,145,26813795.310000043,0.8091219304937007,B
17954,Drops of Jupiter Red,598,4778.02,7.99,341,26818573.330000043,0.8092661100371649,B
6216,Taylor Tawny Port,598,4778.02,7.99,366,26823351.350000042,0.8094102895806291,B
4670,Bacardi Dragon Berry Rum,828,4773.72,5.767365491651206,539,26828125.07000004,0.8095543393690824,B
2722,J & B Rare,217,4771.83,21.99,185,26832896.90000004,0.809698332125682,B
12747,Barefoot Cellars Pnt Nr,780,4771.0,6.149659090909091,352,26837667.90000004,0.8098422998365471,B
3731,Absolut Apeach,265,4767.349999999999,17.99,220,26842435.25000004,0.8099861574065309,B
6429,C Y Toro Frontera Svgn Bl,522,4758.78,9.127931034482758,290,26847194.030000042,0.8101297563717605,B
8500,Stolichnaya Chocolat Kokonut,534,4753.86,8.906614420062695,319,26851947.89000004,0.8102732068731173,B
3367,Pinnacle Pomegranate Vodka,436,4753.64,10.902772585669782,321,26856701.530000042,0.8104166507358457,B
2787,Glenrothes Vintage Rsv,108,4750.92,43.99,91,26861452.450000044,0.8105600125209858,B
37607,Hardys Shiraz Ausl,337,4747.63,14.113456790123458,243,26866200.080000043,0.8107032750284546,B
25036,Albola Pinot Grigio,426,4739.74,11.132259414225942,239,26870939.82000004,0.8108462994505664,B
42413,R M Woodbridge Rsl,370,4736.3,13.046910569105691,246,26875676.120000042,0.8109892200686697,B
43245,Sterling Vntrs Pnt Grigio,474,4735.26,9.99,269,26880411.380000044,0.8111321093041656,B
942,Glenmorangie Nectar D'Or,73,4733.2699999999995,64.715,40,26885144.650000043,0.8112749384902495,B
10895,Schmitt Sohne Relax Mosel,235,4727.65,20.087560975609755,123,26889872.30000004,0.8114175980895517,B
15922,Primo Amore Moscato,420,4723.8,11.310796460176991,226,26894596.100000042,0.811560141512856,B
16814,H3 Horse Heaven Hills Red Co,393,4718.07,12.028216560509554,157,26899314.170000043,0.8117025120300644,B
4345,Capt Morgan Tattoo Rum,236,4717.639999999999,19.99,172,26904031.810000043,0.8118448695717717,B
19545,Darkhorse Red,589,4706.11,7.99,287,26908737.920000043,0.8119868791889965,B
8379,Wild Turkey 101,392,4700.08,11.99,341,26913438.00000004,0.8121287068474501,B
4303,Calico Jack Spiced Rum,582,4696.18,8.06725321888412,466,26918134.18000004,0.8122704168211266,B
6126,Sogno di Sorrento Crema Lem,159,4686.41,29.450869565217392,115,26922820.59000004,0.8124118319793482,B
44234,A by Acacia Pnt Nr Cal,311,4677.89,15.008987341772153,158,26927498.48000004,0.8125529900415948,B
8057,Corazon de Agave Blanco,187,4673.13,24.99,130,26932171.61000004,0.812694004468062,B
39411,Mirassou Chard Cntrl Coast,467,4665.33,9.99,200,26936836.94000004,0.8128347835249745,B
2161,Canadian Club Classic,222,4663.78,21.012727272727272,176,26941500.72000004,0.8129755158097322,B
8671,Appleton Est VX Jamaican Rum,232,4659.679999999999,20.114293785310732,177,26946160.40000004,0.8131161243745956,B
4522,Lairds Apple Jack,317,4658.83,14.711774193548386,248,26950819.230000038,0.8132567072902127,B
26817,Ravenswood Vntrs Blnd Merlot,547,4657.93,9.082436974789916,238,26955477.160000037,0.8133972630478044,B
5767,Jose Cuervo Strawberry Marg,330,4656.7,14.127681159420291,276,26960133.860000037,0.8135377816894278,B
4938,Kapali Coffee,517,4650.83,8.993667481662593,409,26964784.690000035,0.8136781232003736,B
2602,Caol Ila 12 Yr Islay Single,78,4646.22,59.58701492537313,67,26969430.910000034,0.8138183256018775,B
47014,Juan Gil Jumilla Rd,332,4644.68,13.99,163,26974075.590000033,0.8139584815329822,B
4283,Hochstadter's Slow and Low,235,4642.65,19.746613756613755,189,26978718.240000032,0.8140985762076517,B
802,Bacardi Torched Cherry Rum,347,4642.53,13.356037735849057,265,26983360.770000033,0.814238667261251,B
3012,Pinnacle Vodka,4685,4638.15,0.99,970,26987998.92000003,0.8143786261457927,B
3592,Burnetts Pineapple Vodka,464,4635.36,9.99,326,26992634.28000003,0.8145185008404554,B
3039,Stoli Salted Karamel,257,4630.429999999999,18.021578947368422,190,26997264.71000003,0.8146582267694893,B
2082,Balvenie 15 Yr Sherry Cask,46,4629.54,100.8008108108108,37,27001894.25000003,0.8147979258422535,B
22275,Markham Merlot,201,4620.99,22.99,98,27006515.24000003,0.8149373669137753,B
12479,Geyser Peak Cab Svgn,331,4619.69,14.262058823529413,136,27011134.93000003,0.815076768757038,B
4363,Capt Morgan Black Spiced Rum,140,4618.6,32.99,124,27015753.53000003,0.8152161377089143,B
25046,Bully Hill Love My Goat Rd,508,4616.92,9.120909090909091,275,27020370.450000033,0.8153554559658096,B
3237,Firefly Sweet Tea Vodka,178,4616.219999999999,25.943846153846152,130,27024986.67000003,0.815494753099796,B
37786,Lindemans Bin 45 Cab Svgn,430,4615.7,11.60965811965812,234,27029602.37000003,0.8156340345424788,B
2899,Laphroiag Select Single Malt,84,4609.16,54.84507246376811,69,27034211.53000003,0.815773118636843,B
2906,Usquaebach Old Rare Whisky,46,4599.54,99.99,33,27038811.07000003,0.8159119124420897,B
2604,Johnnie Walker Collection 4,46,4599.54,99.99,40,27043410.61000003,0.8160507062473364,B
42420,Yellow Tail Pnt Grigio Ausl,652,4595.4800000000005,7.068549848942598,331,27048006.09000003,0.8161893775397125,B
3738,Three Olives Chocolate Vodka,383,4592.17,11.99,187,27052598.26000003,0.8163279489509059,B
4412,Pusser's British Navy Rum,255,4587.45,17.99,210,27057185.71000003,0.8164663779333431,B
37984,Barone Fini Pnt Gr Valdadige,416,4585.84,11.041643192488262,213,27061771.55000003,0.8166047583330902,B
14004,Layer Cake Virgin Chard,353,4585.47,12.99,195,27066357.02000003,0.8167431275678713,B
8101,Tanqueray,2298,4573.0199999999995,1.99,752,27070930.04000003,0.8168811211166326,B
14008,Cigar Box Malbec Mendoza,338,4562.62,13.518089887640452,178,27075492.66000003,0.8170188008393211,B
8922,Taylor Lake Country Red,571,4562.29,7.989999999999999,359,27080054.95000003,0.817156470604067,B
3388,Seagrams Extra Dry Gin,473,4562.27,9.74,288,27084617.22000003,0.8172941397653012,B
8135,Choco Lat Liqueur,415,4560.85,10.99,321,27089178.07000003,0.8174317660772064,B
3376,Tommy Guns Vodka,114,4558.860000000001,39.99,104,27093736.93000003,0.8175693323396993,B
5027,99 Apples Schnapps Liqueur,296,4547.04,15.385918367346939,245,27098283.97000003,0.8177065419267905,B
27145,Schmitt Sohne QbA,433,4542.67,10.472625482625482,259,27102826.64000003,0.81784361964658,B
5826,DeKuyper Razzmatazz,466,4540.34,9.72469387755102,343,27107366.98000003,0.8179806270572589,B
3409,Crystal Head Vodka,92,4539.08,49.404634146341465,82,27111906.06000003,0.818117596446702,B
2590,The Black Grouse Scotch,100,4531.0,45.220769230769235,91,27116437.06000003,0.8182543220174272,B
3532,Milagro Reposado Tequila,153,4526.469999999999,29.56664233576642,137,27120963.530000027,0.8183909108927572,B
4736,Capt Morgan Spiced Rum,1513,4523.87,2.99,553,27125487.40000003,0.818527421311569,B
2795,George Dickel Rye,178,4522.219999999999,25.368378378378377,148,27130009.620000027,0.8186638819406673,B
5149,Hpnotiq Liqueur,137,4517.63,33.39,105,27134527.250000026,0.8188002040638355,B
6312,Gallo Twin Valley Svgn Bl Ca,452,4515.4800000000005,9.99,250,27139042.730000027,0.8189364613094983,B
3020,Pinnacle Blueberry Vodka,365,4505.35,12.286296296296298,270,27143548.080000028,0.819072412876496,B
10051,Joseph Phelps Cab Svgn Napa,75,4499.25,59.99,37,27148047.330000028,0.8192081803724318,B
90011,Ch Pichon Longville 12 Pauil,31,4494.6900000000005,144.99,6,27152542.02000003,0.819343810267705,B
4404,Bacardi Gold Rum,586,4494.64,7.682307692307693,455,27157036.66000003,0.8194794386541989,B
376,Aperol Liqueur,155,4493.45,28.99,135,27161530.11000003,0.8196150311317479,B
2672,Dewars White Label,1960,4488.4,2.29,634,27166018.510000028,0.8197504712225983,B
7969,Sandeman Founders RSV Port,299,4483.01,14.994081632653062,245,27170501.52000003,0.8198857486670513,B
12123,Barefoot Cellars Rsl,735,4482.75,6.164866310160427,374,27174984.27000003,0.8200210182658525,B
1880,The Glenlivet Nadurra 16 Yr,62,4480.38,72.32999999999998,50,27179464.65000003,0.8201562163485198,B
38635,Cesari Mara Vino di Ripasso,263,4473.37,17.017027027027027,74,27183938.02000003,0.8202912029003439,B
5457,After Shock Hot & Cool Cinmn,2247,4471.53,1.99,754,27188409.55000003,0.8204261339290935,B
22903,Banfi Sangiovese CollePino,554,4464.46,8.098695652173914,184,27192874.01000003,0.8205608516164649,B
37071,Caymus Conundrum White,223,4457.7699999999995,20.02623188405797,138,27197331.78000003,0.8206953674291798,B
8701,Sheffield Cream Sherry,446,4455.54,9.99,310,27201787.32000003,0.8208298159503425,B
37421,Stags Leap Csk 23 Cab Svgn,27,4454.7300000000005,164.99,8,27206242.05000003,0.8209642400292825,B
4282,Capt Morgan White Pineapple,306,4450.9400000000005,14.500548523206751,237,27210692.990000032,0.8210985497427593,B
6273,Vendange Wh Znfdl,477,4449.2300000000005,9.433946188340807,223,27215142.220000032,0.8212328078559876,B
2030,Glen Moray 12 Yr Scotch,143,4447.57,31.085238095238093,126,27219589.790000033,0.8213670158777466,B
12343,Bota Box Znfdl,213,4443.87,20.962677595628413,183,27224033.660000034,0.8215011122498451,B
37313,Salmon Run NY Rsl,377,4432.2300000000005,11.7478125,256,27228465.890000034,0.8216348573781469,B
4989,Martell VS Cognac,193,4424.07,22.940819672131145,122,27232889.960000034,0.8217683562736838,B
24673,Bolla Pinot Grigio,338,4414.62,13.068534031413613,191,27237304.580000035,0.8219015700099528,B
