SKU,avg_daily_demand,std_daily_demand,lead_time_days,safety_stock_units,reorder_point_units,EOQ_units,annual_demand_units,days_on_hand_eoq,inventory_turns_eoq
16773,1.2857142857142858,0.7559289460184545,7,3,12,56,54.75,43.55555555555555,0.9776785714285714
16775,12.0,0.0,7,0,84,196,73.0,16.333333333333332,0.37244897959183676
16778,2.5,1.4142135623730951,7,6,24,213,365.0,85.2,1.7136150234741785
16781,1.125,0.3535533905932738,7,2,10,41,54.75,36.44444444444444,1.3353658536585367
16782,2.0555555555555554,1.3920878193318216,7,6,20,110,225.08333333333331,53.513513513513516,2.046212121212121
16787,1.0,0.0,7,0,7,55,12.166666666666666,55.0,0.2212121212121212
16792,1.75,1.5,7,7,19,58,42.58333333333333,33.142857142857146,0.7341954022988505
16794,29.60377358490566,32.065641582566165,7,140,347,1004,9544.75,33.91459528362014,9.506723107569721
16796,2.625,3.461523198989551,7,15,33,85,127.75,32.38095238095238,1.5029411764705882
168,5.076923076923077,4.427393133069519,7,19,55,518,1606.0,102.03030303030303,3.1003861003861
16806,15.88888888888889,19.113036810005596,7,83,194,1022,5219.5,64.32167832167832,5.107142857142857
16808,24.0,0.0,7,0,168,156,146.0,6.5,0.9358974358974359
16814,11.909090909090908,11.724343362113176,7,51,134,630,2390.75,52.90076335877863,3.7948412698412697
16816,12.875,12.878464144053723,7,56,146,646,2506.333333333333,50.1747572815534,3.879772961816305
16819,65.26470588235294,46.6296230617466,7,203,660,1499,13498.916666666666,22.96800360522758,9.00528129864354
16824,2.3333333333333335,3.0486255340823387,7,13,29,160,255.5,68.57142857142857,1.596875
16826,6.2631578947368425,4.6189048106744,7,20,64,638,1447.8333333333333,101.8655462184874,2.2693312434691744
16828,13.575,17.228312267594397,7,75,170,713,3303.25,52.52302025782689,4.63288920056101
16829,5.948717948717949,6.0172940147926,7,26,68,449,1411.3333333333333,75.47844827586206,3.143281365998515
16837,8.818181818181818,11.801207520542867,7,51,113,828,2360.333333333333,93.89690721649484,2.8506441223832524
16839,6.0,8.755950357709132,7,38,80,179,255.5,29.833333333333332,1.4273743016759777
16843,11.314814814814815,9.44662078759818,7,41,120,1098,3716.9166666666665,97.04091653027824,3.3851700060716454
16850,2.0,0.0,7,0,14,64,12.166666666666666,32.0,0.19010416666666666
16860,1.7619047619047619,0.8890872794479688,7,4,16,150,225.08333333333331,85.13513513513514,1.5005555555555554
16863,12.0,0.0,7,0,84,121,73.0,10.083333333333334,0.6033057851239669
16868,1.5714285714285714,0.8106434833777775,7,4,15,148,200.75,94.18181818181819,1.3564189189189189
16869,2.1176470588235294,2.7359265556017873,7,12,27,250,219.0,118.05555555555556,0.876
16877,8.675675675675675,7.280316133452105,7,32,93,606,1952.75,69.85046728971963,3.222359735973597
16878,5.580645161290323,4.842686537783114,7,21,60,513,1052.4166666666665,91.92485549132947,2.051494476933073
16889,2.0714285714285716,1.3313477278633006,7,6,20,229,352.8333333333333,110.55172413793102,1.5407569141193596
16891,2.962962962962963,2.1569472994075802,7,9,30,268,486.66666666666663,90.45,1.81592039800995
16896,2.0,0.0,7,0,14,15,12.166666666666666,7.5,0.8111111111111111
16918,5.953488372093023,5.336101164405181,7,23,65,585,1557.3333333333333,98.26171875,2.662108262108262
1692,7.490566037735849,5.760016831937994,7,25,77,493,2415.083333333333,65.816120906801,4.898749154834347
16923,1.5714285714285714,0.5345224838248488,7,2,13,64,66.91666666666666,40.72727272727273,1.0455729166666665
16931,6.5,4.888762624632126,7,21,66,53,237.25,8.153846153846153,4.476415094339623
16935,1.0,0.0,7,0,7,52,6.083333333333333,52.0,0.11698717948717949
16947,1.1111111111111112,0.3333333333333333,7,1,9,93,60.83333333333333,83.7,0.654121863799283
16948,6.125,5.059325468236689,7,22,65,628,1192.3333333333333,102.53061224489795,1.898619957537155
16959,1.0,0.0,7,0,7,13,12.166666666666666,13.0,0.9358974358974359
16961,1.0,0.0,7,0,7,14,6.083333333333333,14.0,0.4345238095238095
16968,2.36,1.8903262505010436,7,8,25,206,358.91666666666663,87.28813559322035,1.742313915857605
16971,2.2777777777777777,1.5420044674960502,7,7,23,246,498.8333333333333,108.0,2.0277777777777777
16989,2.1578947368421053,1.675415633166782,7,7,22,210,249.41666666666666,97.3170731707317,1.1876984126984127
16990,2.782608695652174,4.100515729638389,7,18,37,241,389.3333333333333,86.609375,1.6154910096818809
16991,2.0,1.7320508075688772,7,8,22,32,36.5,16.0,1.140625
16996,1.7272727272727273,1.2720777563426766,7,6,18,108,115.58333333333333,62.526315789473685,1.070216049382716
16998,1.0,0.0,7,0,7,9,6.083333333333333,9.0,0.6759259259259259
17001,3.25,2.689141402284655,7,12,35,281,553.5833333333333,86.46153846153847,1.970047449584816
17011,5.833333333333333,4.953031427843281,7,22,63,457,1490.4166666666665,78.34285714285714,3.2613056163384386
17015,1.0,0.0,7,0,7,83,30.416666666666664,83.0,0.3664658634538152
17016,4.9,3.397260559678169,7,15,49,371,894.25,75.71428571428571,2.410377358490566
17017,12.0,0.0,7,0,84,121,73.0,10.083333333333334,0.6033057851239669
17019,5.6,5.856620185738529,7,25,64,185,170.33333333333331,33.035714285714285,0.9207207207207206
17020,3.1923076923076925,3.18771681012264,7,14,36,303,504.91666666666663,94.9156626506024,1.6663916391639162
17024,2.642857142857143,2.7902892835178013,7,12,30,179,225.08333333333331,67.72972972972973,1.2574487895716946
17026,1.25,0.4629100498862757,7,2,11,85,60.83333333333333,68.0,0.7156862745098038
17040,3.0,2.3299294900428698,7,10,31,221,146.0,73.66666666666667,0.6606334841628959
17041,11.425531914893616,11.06648815284247,7,48,128,896,3266.75,78.42085661080075,3.6459263392857144
17059,1.5,0.9718253158075502,7,4,14,135,91.25,90.0,0.6759259259259259
17063,1.4,0.9660917830792958,7,4,14,100,85.16666666666666,71.42857142857143,0.8516666666666666
17065,1.1538461538461537,0.3755338080994054,7,2,10,175,91.25,151.66666666666669,0.5214285714285715
17069,1.3571428571428572,0.744946343668492,7,3,12,142,115.58333333333333,104.63157894736841,0.8139671361502347
17073,5.2682926829268295,5.5902790191720415,7,24,61,470,1314.0,89.21296296296296,2.795744680851064
17086,3.25,2.6299556396765835,7,11,34,63,79.08333333333333,19.384615384615383,1.2552910052910051
17093,3.0,0.0,7,0,21,51,18.25,17.0,0.35784313725490197
171,9.444444444444445,8.899155496644562,7,39,105,351,3102.5,37.16470588235294,8.839031339031338
17100,5.642857142857143,4.038832667017701,7,18,58,491,961.1666666666666,87.01265822784809,1.9575695858791582
17101,2.107142857142857,1.5477411429249548,7,7,22,194,358.91666666666663,92.0677966101695,1.8500859106529208
1711,1.0,0.0,7,0,7,42,18.25,42.0,0.43452380952380953
17119,1.6666666666666667,1.0289915108550531,7,4,16,140,182.5,84.0,1.3035714285714286
17131,4.0,0.0,7,0,28,52,24.333333333333332,13.0,0.46794871794871795
17132,12.0,0.0,7,0,84,115,146.0,9.583333333333334,1.2695652173913043
17134,2.625,2.3370829086147396,7,10,28,207,383.25,78.85714285714286,1.8514492753623188
17138,6.0,7.0710678118654755,7,31,73,108,73.0,18.0,0.6759259259259259
17145,2.0833333333333335,1.3805061033726997,7,6,21,185,304.16666666666663,88.8,1.644144144144144
17146,1.8333333333333333,1.0072203103706696,7,4,17,190,267.66666666666663,103.63636363636364,1.4087719298245611
17147,1.8928571428571428,1.2274419565151569,7,5,18,208,322.41666666666663,109.88679245283019,1.550080128205128
1715,4.545454545454546,4.474499038892357,7,19,51,358,1216.6666666666665,78.75999999999999,3.3985102420856608
17154,1.3333333333333333,0.5773502691896257,7,3,12,87,24.333333333333332,65.25,0.2796934865900383
17159,1.5,0.7071067811865476,7,3,14,51,18.25,34.0,0.35784313725490197
17162,5.694444444444445,4.7257316557904225,7,21,61,482,1247.0833333333333,84.64390243902439,2.5873098201936373
17163,7.675675675675675,6.595680632277689,7,29,83,539,1727.6666666666665,70.22183098591549,3.2053184910327763
17167,3.586206896551724,3.630399834131913,7,16,41,314,632.6666666666666,87.5576923076923,2.0148619957537153
17168,6.2926829268292686,5.2356656808806274,7,23,67,517,1569.5,82.15891472868216,3.0357833655705995
17170,1.0,0.0,7,0,7,14,6.083333333333333,14.0,0.4345238095238095
17171,1.0,0.0,7,0,7,64,12.166666666666666,64.0,0.19010416666666666
17172,1.0,0.0,7,0,7,45,6.083333333333333,45.0,0.13518518518518519
17175,9.483333333333333,9.847122382150003,7,43,109,795,3461.4166666666665,83.83128295254834,4.35398322851153
17176,12.983050847457626,18.25253078855163,7,79,170,915,4659.833333333333,70.47650130548303,5.092714025500911
17177,7.517241379310345,6.050203358363746,7,26,79,688,2652.333333333333,91.5229357798165,3.8551356589147283
17186,1.5294117647058822,0.8744746321952062,7,4,15,137,158.16666666666666,89.57692307692308,1.1545012165450121
17187,4.32,5.793099343184096,7,25,55,277,657.0,64.12037037037037,2.371841155234657
17188,13.5,7.035623639735144,7,31,126,241,492.75,17.85185185185185,2.0446058091286305
17194,5.296296296296297,11.313078934832681,7,49,86,381,869.9166666666666,71.93706293706293,2.2832458442694663
172,1.0,0.0,7,0,7,23,6.083333333333333,23.0,0.2644927536231884
17202,3.0588235294117645,2.9535923322090563,7,13,34,354,632.6666666666666,115.73076923076924,1.7871939736346516
17209,3.4827586206896552,3.5012313105042305,7,15,39,277,614.4166666666666,79.53465346534654,2.218110709987966
17216,2.2142857142857144,3.7040221678305625,7,16,32,141,188.58333333333331,63.677419354838705,1.3374704491725766
17219,3.4,3.227486121839514,7,14,38,300,517.0833333333333,88.23529411764706,1.7236111111111108
1722,1.4,0.5477225575051661,7,2,12,14,42.58333333333333,10.0,3.0416666666666665
17235,3.761904761904762,2.8443762392616403,7,12,38,276,480.5833333333333,73.36708860759494,1.741243961352657
1725,6.1568627450980395,5.434602281748344,7,24,67,449,1910.1666666666665,72.92675159235668,4.254268745360059
17263,3.7142857142857144,5.122313465427046,7,22,48,170,158.16666666666666,45.76923076923077,0.930392156862745
17266,1.5,0.7071067811865476,7,3,14,51,18.25,34.0,0.35784313725490197
1727,6.680851063829787,5.279601364146002,7,23,70,417,1910.1666666666665,62.417197452229296,4.580735411670663
17274,1.0,0.0,7,0,7,40,6.083333333333333,40.0,0.15208333333333332
1728,3.5789473684210527,3.045879617746522,7,13,38,170,827.3333333333333,47.5,4.866666666666666
17282,2.0,0.0,7,0,14,29,12.166666666666666,14.5,0.41954022988505746
17289,2.0,1.0,7,4,18,70,36.5,35.0,0.5214285714285715
17292,2.076923076923077,2.1000610491736684,7,9,24,159,164.25,76.55555555555554,1.0330188679245282
17293,1.8888888888888888,1.2692955176439846,7,6,19,126,103.41666666666666,66.70588235294117,0.8207671957671957
17294,2.5,3.3638949855315357,7,15,32,216,304.16666666666663,86.4,1.4081790123456788
17296,4.205128205128205,3.7709379482360483,7,16,45,426,997.6666666666666,101.30487804878048,2.341940532081377
17297,3.0,2.616515592568454,7,11,32,283,492.75,94.33333333333333,1.7411660777385158
173,1.8125,1.3275918047351754,7,6,19,130,176.41666666666666,71.72413793103448,1.357051282051282
17308,2.6818181818181817,2.766919614995014,7,12,31,181,358.91666666666663,67.49152542372882,1.9829650092081028
17315,1.25,0.5,7,2,11,28,30.416666666666664,22.4,1.0863095238095237
17316,2.8260869565217392,3.1859374803122704,7,14,34,155,395.41666666666663,54.84615384615385,2.551075268817204
17323,2.0,1.7320508075688772,7,8,22,42,36.5,21.0,0.8690476190476191
17325,5.0,5.606119105813881,7,24,59,156,243.33333333333331,31.2,1.5598290598290596
17326,6.0,3.3466401061363023,7,15,57,179,401.5,29.833333333333332,2.2430167597765363
17329,1.0,0.0,7,0,7,31,6.083333333333333,31.0,0.19623655913978494
1733,1.5333333333333334,0.7432233529572067,7,3,14,121,139.91666666666666,78.91304347826086,1.15633608815427
17330,4.862068965517241,4.290555557858899,7,19,53,350,857.75,71.98581560283688,2.4507142857142856
17332,12.0,0.0,7,0,84,115,73.0,9.583333333333334,0.6347826086956522
17339,1.0,0.0,7,0,7,85,36.5,85.0,0.4294117647058823
1734,8.849056603773585,7.751913476969843,7,34,96,497,2853.083333333333,56.16417910447761,5.740610328638497
17340,3.0,1.4433756729740643,7,6,27,338,456.25,112.66666666666667,1.3498520710059172
17341,4.461538461538462,3.754791810268785,7,16,47,427,705.6666666666666,95.70689655172413,1.652615144418423
17345,14.210526315789474,15.926995100530762,7,69,168,877,4927.5,61.714814814814815,5.6185860889395665
17346,1.25,0.5,7,2,11,36,30.416666666666664,28.8,0.8449074074074073
17347,2.6842105263157894,2.1616000138515545,7,9,28,144,310.25,53.64705882352941,2.154513888888889
17349,2.0526315789473686,1.250888731004559,7,5,19,260,474.5,126.66666666666666,1.825
17350,2.967741935483871,3.5259407346857277,7,15,36,283,559.6666666666666,95.3586956521739,1.9776207302709068
17351,2.5416666666666665,2.358687303798757,7,10,28,209,371.0833333333333,82.22950819672131,1.7755183413078148
17361,1.625,1.0606601717798212,7,5,16,94,79.08333333333333,57.84615384615385,0.8413120567375886
17367,12.0,0.0,7,0,84,121,73.0,10.083333333333334,0.6033057851239669
17369,1.0,0.0,7,0,7,24,6.083333333333333,24.0,0.2534722222222222
1737,28.912280701754387,29.45473567415069,7,128,330,649,10025.333333333332,22.447208737864077,15.447354904982022
17372,2.875,4.120939559996343,7,18,38,167,139.91666666666666,58.08695652173913,0.8378243512974052
17375,2.0,2.0,7,9,23,43,48.666666666666664,21.5,1.1317829457364341
17377,5.947368421052632,4.471817868583942,7,19,61,428,1374.8333333333333,71.9646017699115,3.212227414330218
17378,1.9090909090909092,1.9978343252987698,7,9,22,206,255.5,107.9047619047619,1.2402912621359223
1738,6.980392156862745,7.355243561102329,7,32,81,476,2165.6666666666665,68.19101123595506,4.549719887955182
17381,4.0,0.0,7,0,28,90,24.333333333333332,22.5,0.27037037037037037
17384,1.5,0.7071067811865476,7,3,14,31,18.25,20.666666666666668,0.5887096774193549
17399,1.0,0.0,7,0,7,12,6.083333333333333,12.0,0.5069444444444444
174,1.0,0.0,7,0,7,49,18.25,49.0,0.37244897959183676
1740,1.894736842105263,0.8752610304046612,7,4,17,86,219.0,45.38888888888889,2.546511627906977
17405,6.0,0.0,7,0,42,23,36.5,3.8333333333333335,1.5869565217391304
17406,2.3333333333333335,1.5275252316519465,7,7,23,30,42.58333333333333,12.857142857142856,1.4194444444444443
17431,6.833333333333333,4.535048695071164,7,20,68,213,249.41666666666666,31.170731707317074,1.1709702660406884
17432,7.371428571428571,5.698739356392854,7,25,77,444,1569.5,60.23255813953489,3.53490990990991
17433,1.3333333333333333,0.5773502691896257,7,3,12,59,24.333333333333332,44.25,0.4124293785310734
1744,4.171428571428572,3.6257714334186812,7,16,45,283,888.1666666666666,67.84246575342465,3.138398115429917
17457,6.184210526315789,5.627419662917358,7,24,67,564,1429.5833333333333,91.2,2.534722222222222
17458,3.433333333333333,2.528231402183848,7,11,35,373,626.5833333333333,108.64077669902913,1.679848078641644
17459,4.25,3.8453916623716027,7,17,47,401,723.9166666666666,94.3529411764706,1.8052784704904405
1746,2.8222222222222224,3.2910960379960246,7,14,34,232,772.5833333333333,82.20472440944881,3.3301005747126435
17470,12.0,0.0,7,0,84,121,73.0,10.083333333333334,0.6033057851239669
17471,3.3666666666666667,3.5182610647222052,7,15,39,342,614.4166666666666,101.58415841584159,1.7965399610136452
17473,1.894736842105263,1.0485300208760657,7,5,18,216,219.0,114.0,1.0138888888888888
1748,4.672727272727273,3.2492423359262945,7,14,47,452,1563.4166666666665,96.73151750972762,3.458886430678466
17486,2.0,1.4142135623730951,7,6,20,87,24.333333333333332,43.5,0.2796934865900383
17487,2.1818181818181817,1.7081419489459646,7,7,22,289,292.0,132.45833333333334,1.0103806228373702
17489,2.8181818181818183,3.1264823324131825,7,14,34,241,377.16666666666663,85.51612903225806,1.565006915629322
17490,3.0,0.0,7,0,21,53,18.25,17.666666666666668,0.3443396226415094
17494,2.8,3.0331501776206204,7,13,33,115,85.16666666666666,41.07142857142858,0.7405797101449274
175,2.4827586206896552,1.882640426467428,7,8,25,144,438.0,58.0,3.0416666666666665
17500,2.933333333333333,2.377093753440044,7,10,31,327,535.3333333333333,111.47727272727273,1.6371049949031597
17503,1.3529411764705883,0.49259218307188907,7,2,11,137,139.91666666666666,101.26086956521739,1.0212895377128952
17504,10.318181818181818,10.41415121143079,7,45,117,608,2761.833333333333,58.925110132158586,4.542489035087719
17507,3.25,2.4894514297436356,7,11,34,222,395.41666666666663,68.3076923076923,1.781156156156156
17512,1.0,0.0,7,0,7,48,18.25,48.0,0.3802083333333333
17520,5.833333333333333,5.269408568963567,7,23,64,377,212.91666666666666,64.62857142857143,0.5647656940760388
17528,2.3333333333333335,2.3094010767585034,7,10,26,69,42.58333333333333,29.57142857142857,0.6171497584541062
17529,1.0,0.0,7,0,7,29,18.25,29.0,0.6293103448275862
17535,2.3870967741935485,1.605769168858312,7,7,24,286,450.16666666666663,119.8108108108108,1.5740093240093238
17576,1.0,0.0,7,0,7,47,6.083333333333333,47.0,0.12943262411347517
1758,8.02127659574468,6.957914985365283,7,30,86,338,2293.4166666666665,42.13793103448276,6.78525641025641
17595,1.3333333333333333,0.5773502691896257,7,3,12,54,24.333333333333332,40.5,0.4506172839506173
17596,2.375,2.886437551572948,7,13,30,231,346.75,97.26315789473684,1.501082251082251
17598,1.0,0.0,7,0,7,7,6.083333333333333,7.0,0.869047619047619
1760,6.275,3.9352939485556173,7,17,61,343,1526.9166666666665,54.6613545816733,4.451652089407191
17601,4.5,0.7071067811865476,7,3,34,18,54.75,4.0,3.0416666666666665
17612,5.0625,4.310059501123599,7,19,54,444,985.5,87.70370370370371,2.2195945945945947
17615,2.0,1.4142135623730951,7,6,20,47,24.333333333333332,23.5,0.5177304964539007
17617,1.6111111111111112,0.8498365855987975,7,4,15,145,176.41666666666666,90.0,1.2166666666666666
1762,1.3846153846153846,0.6504436355879909,7,3,13,107,109.5,77.27777777777779,1.0233644859813085
1767,19.2,20.329322564517568,7,88,222,749,7008.0,39.01041666666667,9.356475300400534
17671,12.0,0.0,7,0,84,147,73.0,12.25,0.4965986394557823
17677,2.5,0.7071067811865476,7,3,20,42,30.416666666666664,16.8,0.7242063492063492
1770,12.418181818181818,10.802418983369229,7,47,134,463,4154.916666666666,37.28404099560761,8.973902087832972
17706,12.0,0.0,7,0,84,127,73.0,10.583333333333334,0.5748031496062992
17707,11.425925925925926,13.09846865866223,7,57,137,867,3753.4166666666665,75.88006482982172,4.32920030757401
1771,4.333333333333333,3.511884584284246,7,15,45,230,79.08333333333333,53.07692307692308,0.3438405797101449
17741,1.0,0.0,7,0,7,25,6.083333333333333,25.0,0.24333333333333332
17747,1.0,0.0,7,0,7,21,6.083333333333333,21.0,0.28968253968253965
17748,11.875,10.255043105268212,7,45,128,1297,4045.4166666666665,109.22105263157894,3.1190567977383705
17753,1.0,0.0,7,0,7,22,6.083333333333333,22.0,0.2765151515151515
17754,6.837209302325581,8.793748408625136,7,38,86,546,1788.5,79.85714285714286,3.2756410256410255
17756,9.0,7.123402076455964,7,31,94,513,1971.0,57.0,3.8421052631578947
17758,1.6666666666666667,0.5773502691896257,7,3,15,48,30.416666666666664,28.799999999999997,0.6336805555555555
178,2.8653846153846154,3.1748326876023683,7,14,34,250,906.4166666666666,87.24832214765101,3.6256666666666666
1781,5.2631578947368425,12.635233389495326,7,55,92,151,608.3333333333333,28.689999999999998,4.028697571743929
17814,4.40625,4.492713635037472,7,20,51,221,857.75,50.156028368794324,3.8812217194570136
17816,11.0,0.0,7,0,77,123,66.91666666666666,11.181818181818182,0.5440379403794037
17819,2.0,1.0,7,4,18,156,36.5,78.0,0.23397435897435898
17837,5.863636363636363,11.646767197260624,7,51,92,392,784.75,66.85271317829458,2.0019132653061225
17838,1.6875,0.7932002689527196,7,3,15,181,164.25,107.25925925925925,0.9074585635359116
17842,1.0,0.0,7,0,7,37,6.083333333333333,37.0,0.1644144144144144
17856,1.0,0.0,7,0,7,29,6.083333333333333,29.0,0.20977011494252873
17863,7.333333333333333,4.041451884327381,7,18,69,164,133.83333333333331,22.363636363636363,0.8160569105691056
17865,7.4,5.455544240766723,7,24,76,640,2475.9166666666665,86.48648648648648,3.8686197916666663
17866,2.5555555555555554,1.8221584557629715,7,8,26,208,279.8333333333333,81.3913043478261,1.345352564102564
17867,4.955555555555556,4.63659139864403,7,20,55,626,1356.5833333333333,126.32286995515695,2.167066027689031
17875,16.022727272727273,14.729323128741077,7,64,176,1036,4288.75,64.6581560283688,4.139720077220077
17876,27.071428571428573,24.591682965591016,7,107,296,1316,6916.75,48.61213720316623,5.2558890577507595
1788,1.2857142857142858,0.6112498455021266,7,3,12,74,109.5,57.55555555555555,1.4797297297297298
17880,1.3846153846153846,0.6504436355879909,7,3,13,88,109.5,63.55555555555556,1.2443181818181819
17882,1.64,0.7571877794400365,7,3,14,143,249.41666666666666,87.19512195121952,1.744172494172494
1789,30.28813559322034,40.076672571398575,7,174,386,964,10870.916666666666,31.8276440962507,11.276884508990317
1790,1.9090909090909092,1.1361818036340359,7,5,18,113,127.75,59.19047619047619,1.1305309734513274
17906,3.107142857142857,3.5521437003202543,7,15,37,244,529.25,78.52873563218391,2.1690573770491803
17908,1.0,0.0,7,0,7,45,6.083333333333333,45.0,0.13518518518518519
17910,6.073170731707317,6.302341802466918,7,27,70,546,1514.75,89.90361445783132,2.774267399267399
17911,4.0,1.224744871391589,7,5,33,202,121.66666666666666,50.5,0.6023102310231022
17912,2.04,1.457166199626293,7,6,20,243,310.25,119.11764705882352,1.2767489711934157
17914,1.4285714285714286,1.1338934190276817,7,5,15,105,60.83333333333333,73.5,0.5793650793650793
17915,2.1052631578947367,1.4489358870144542,7,6,21,219,243.33333333333331,104.025,1.111111111111111
17916,2.4,1.3416407864998738,7,6,23,29,73.0,12.083333333333334,2.5172413793103448
17918,3.0,0.0,7,0,21,10,18.25,3.3333333333333335,1.825
17921,3.0476190476190474,3.5139179056459255,7,15,36,245,389.3333333333333,80.390625,1.5891156462585034
17932,4.0,0.0,7,0,28,24,24.333333333333332,6.0,1.0138888888888888
17937,3.625,2.859618742916389,7,12,37,376,705.6666666666666,103.72413793103448,1.87677304964539
17938,1.1,0.31622776601683794,7,1,9,116,66.91666666666666,105.45454545454544,0.5768678160919539
17945,2.0,1.5217718205053645,7,7,21,178,243.33333333333331,89.0,1.3670411985018724
17954,13.906976744186046,11.953907417537804,7,52,149,954,3637.833333333333,68.59866220735786,3.8132424877707893
17957,3.375,1.9518664423304306,7,8,32,264,492.75,78.22222222222223,1.8664772727272727
17967,8.297297297297296,7.6661770309764075,7,33,91,514,1867.5833333333333,61.94788273615636,3.6334306095979247
17978,6.457142857142857,6.482296511825642,7,28,73,587,1374.8333333333333,90.90707964601769,2.34213515048268
1798,2.0,1.5583874449479589,7,7,21,72,182.5,36.0,2.5347222222222223
17981,2.9655172413793105,3.1901943360049136,7,14,35,241,523.1666666666666,81.26744186046511,2.1708160442600275
17983,10.0,13.892443989449804,7,60,130,147,182.5,14.7,1.2414965986394557
17984,4.888888888888889,2.7131367660166177,7,12,46,189,267.66666666666663,38.65909090909091,1.4162257495590826
17985,3.44,2.001665972800324,7,9,33,209,523.1666666666666,60.75581395348837,2.5031897926634765
17988,3.3333333333333335,2.0816659994661326,7,9,32,101,60.83333333333333,30.299999999999997,0.6023102310231022
17989,1.0,0.0,7,0,7,45,12.166666666666666,45.0,0.27037037037037037
17990,3.736842105263158,2.7455439708564917,7,12,38,268,431.91666666666663,71.71830985915493,1.6116293532338306
18000,1.9,1.2096106376585987,7,5,18,340,231.16666666666666,178.94736842105263,0.6799019607843138
18001,2.8421052631578947,1.6077298658784152,7,7,27,197,328.5,69.31481481481481,1.66751269035533
18002,1.0,0.0,7,0,7,72,18.25,72.0,0.2534722222222222
18010,30.673076923076923,33.20862228802147,7,145,360,1790,9702.916666666666,58.357366771159874,5.420623836126629
18012,2.0,0.0,7,0,14,57,12.166666666666666,28.5,0.2134502923976608
18013,97.57407407407408,103.49197432229457,7,450,1133,3010,32053.083333333332,30.84835832226229,10.648864894795127
18014,2.210526315789474,1.5484381869204373,7,7,22,152,255.5,68.76190476190476,1.680921052631579
18017,6.5,7.7781745930520225,7,34,80,120,79.08333333333333,18.46153846153846,0.6590277777777778
18027,11.0,11.410886614690959,7,50,127,658,3278.9166666666665,59.81818181818182,4.983156028368794
18044,5.0,0.0,7,0,35,38,30.416666666666664,7.6,0.8004385964912281
18046,2.6666666666666665,1.96638416050035,7,9,28,87,97.33333333333333,32.625,1.1187739463601531
18089,1.0,0.0,7,0,7,28,6.083333333333333,28.0,0.21726190476190474
18093,1.0,0.0,7,0,7,19,12.166666666666666,19.0,0.6403508771929824
18095,1.9411764705882353,1.0289915108550531,7,4,18,158,200.75,81.39393939393939,1.2705696202531647
18096,3.423076923076923,3.0876926909662097,7,13,37,184,541.4166666666666,53.752808988764045,2.9424818840579707
18097,3.25,3.9188190640986296,7,17,40,61,158.16666666666666,18.76923076923077,2.592896174863388
18098,1.0,0.0,7,0,7,10,12.166666666666666,10.0,1.2166666666666666
18102,2.0,2.0,7,9,23,42,48.666666666666664,21.0,1.1587301587301586
18106,12.03921568627451,11.288863156781954,7,49,133,820,3735.1666666666665,68.11074918566776,4.555081300813008
18107,17.620689655172413,18.121255897577992,7,79,202,1421,6217.166666666666,80.64383561643837,4.375205254515599
18109,2.764705882352941,2.8401014894873446,7,12,31,297,285.91666666666663,107.42553191489363,0.9626823793490459
18110,2.0,0.0,7,0,14,25,12.166666666666666,12.5,0.48666666666666664
18125,1.8333333333333333,1.403458930534474,7,6,19,173,133.83333333333331,94.36363636363637,0.7736030828516377
18126,2.125,1.642080561796093,7,7,22,137,103.41666666666666,64.47058823529412,0.7548661800486617
18130,1.75,2.1213203435596424,7,9,21,68,85.16666666666666,38.857142857142854,1.2524509803921566
18131,12.0,0.0,7,0,84,110,73.0,9.166666666666666,0.6636363636363637
18134,3.3333333333333335,3.5590260840104366,7,15,38,264,486.66666666666663,79.2,1.8434343434343432
18142,5.882352941176471,7.819031583384273,7,34,75,201,1216.6666666666665,34.169999999999995,6.0530679933665
18152,76.29411764705883,73.89459902256647,7,322,856,2409,23670.25,31.575173477255202,9.825757575757576
18167,1.4761904761904763,0.749603069567329,7,3,13,154,188.58333333333331,104.32258064516128,1.2245670995670994
1817,4.680851063829787,3.575924222149177,7,16,49,348,1338.3333333333333,74.34545454545454,3.8457854406130267
18173,12.0,0.0,7,0,84,115,73.0,9.583333333333334,0.6347826086956522
18174,7.8,6.220932405998316,7,27,82,208,237.25,26.666666666666668,1.140625
18175,5.636363636363637,5.315500489563091,7,23,62,262,377.16666666666663,46.483870967741936,1.439567430025445
18192,1.0,0.0,7,0,7,6,6.083333333333333,6.0,1.0138888888888888
18193,1.5,0.7071067811865476,7,3,14,15,18.25,10.0,1.2166666666666666
18199,2.0,0.0,7,0,14,20,12.166666666666666,10.0,0.6083333333333333
18209,1.0,0.0,7,0,7,35,24.333333333333332,35.0,0.6952380952380952
18210,1.0,0.0,7,0,7,18,6.083333333333333,18.0,0.33796296296296297
18212,1.6666666666666667,0.8876253645985945,7,4,16,97,121.66666666666666,58.199999999999996,1.254295532646048
18232,1.4666666666666666,0.6399404734221844,7,3,13,116,133.83333333333331,79.0909090909091,1.1537356321839078
18237,3.6,4.722287581247038,7,21,46,94,109.5,26.11111111111111,1.1648936170212767
18240,3.375,3.5831949031954307,7,16,40,107,164.25,31.703703703703702,1.5350467289719627
18263,1.3333333333333333,0.5773502691896257,7,3,12,51,24.333333333333332,38.25,0.4771241830065359
18265,1.5,0.7071067811865476,7,3,14,23,18.25,15.333333333333334,0.7934782608695652
18267,3.5,2.8106938645110393,7,12,36,89,127.75,25.428571428571427,1.4353932584269662
