SKU,Description,total_qty,total_revenue,avg_price,n_transactions,annual_demand_units,unit_cost_est,order_cost_S,holding_cost_H,EOQ_units
40193,Mark West Chard Sonoma Cnty,1256,12534.44,9.97890942698706,541,7640.666666666666,9.99,200.0,1.9980000000000002,1237
2952,Old Bushmills,593,12515.07,21.11058212058212,481,3607.4166666666665,18.99,200.0,3.798,616
4502,E & J XO Brandy,569,12512.31,21.99,428,3461.4166666666665,21.99,200.0,4.398,561
3679,Chopin Vodka,567,12468.33,21.99,408,3449.25,19.99,200.0,3.9979999999999998,587
10239,Cannonball Cab Svgn Cal,887,12445.130000000001,14.050941828254848,361,5395.916666666666,14.99,200.0,2.998,848
8143,Perrier Jouet Grand Brut,309,12440.83,40.07613333333333,150,1879.75,40.49,200.0,8.098,305
2017,Redbreast Irish Whiskey,193,12438.07,64.43785276073619,163,1174.0833333333333,63.99,200.0,12.798000000000002,192
2854,Talisker 10-Yr Single Malt,215,12410.85,57.62309352517986,139,1307.9166666666665,49.99,200.0,9.998000000000001,229
3699,Chopin Vodka,310,12396.9,39.99,212,1885.8333333333333,39.99,200.0,7.998000000000001,307
1023,Hennessy VSOP Cognac + 50mL,237,12390.630000000001,52.1729268292683,82,1441.75,45.99,200.0,9.198,250
1479,Ten High,975,12381.75,12.740421585160203,593,5931.25,11.99,200.0,2.398,995
27735,Bogle Cab Svgn Cal,979,12379.210000000001,12.812894168466523,463,5955.583333333333,9.99,200.0,1.9980000000000002,1092
12213,Evodia Garnacha Old Vine,1351,12355.49,9.430068493150685,584,8218.583333333332,8.99,200.0,1.798,1352
4135,Smirnoff Blueberry Vodka,12477,12352.23,0.99,1807,75901.75,0.99,200.0,0.198,12383
14078,Bota Box Malbec,592,12342.08,20.943846153846152,455,3601.333333333333,17.99,200.0,3.598,633
24369,Forefront Pine Ridge Znfdl,1029,12337.710000000001,11.99,405,6259.75,11.99,200.0,2.398,1022
4939,Kapali Coffee,692,12335.08,17.837358121330723,511,4209.666666666666,17.99,200.0,3.598,684
4187,Kraken Black Spiced Rum,624,12329.759999999998,19.778187372708754,491,3796.0,17.99,200.0,3.598,650
2958,Dalwhinnie 15-Yr Single Mal,201,12327.99,61.411686746987954,166,1222.75,54.99,200.0,10.998000000000001,211
5367,Sambuca di Amore,1266,12321.84,9.840903614457833,664,7701.5,9.99,200.0,1.9980000000000002,1242
8236,Jim Beam,8257,12302.93,1.49,1531,50230.08333333333,1.49,200.0,0.298,8211
3072,Ciroc Peach Vodka,451,12282.49,27.722075471698112,265,2743.583333333333,24.99,200.0,4.998,469
45604,Latour 12 Cuvee Bourg Rouge,614,12273.859999999999,19.99,252,3735.1666666666665,19.99,200.0,3.9979999999999998,611
3227,Taaka Gin,1363,12253.37,8.99,636,8291.583333333332,8.99,200.0,1.798,1358
35414,Yellow Tail Shiraz Ausl,969,12248.23,13.638131416837783,487,5894.75,9.99,200.0,1.9980000000000002,1086
39356,Bota Box Chard Cal,585,12228.15,20.996772009029346,443,3558.75,17.99,200.0,3.598,629
42766,14 Hands Merlot Wash,1094,12205.42,11.161906614785993,514,6655.166666666666,8.95,200.0,1.79,1220
2755,Johnnie Walker Red Label,488,12195.119999999999,24.99,336,2968.6666666666665,24.99,200.0,4.998,487
3766,Three Olives Grape Vodka,929,12158.710000000001,13.103421550094518,529,5651.416666666666,12.99,200.0,2.5980000000000003,933
4291,Ronrico Gold,936,12158.64,12.99,574,5694.0,12.99,200.0,2.5980000000000003,936
28069,Sutter Home Merlot Cal,1512,12138.720000000001,8.047690140845072,710,9198.0,9.99,200.0,1.9980000000000002,1357
24188,St Francis Cab Svgn Sonoma,722,12130.539999999999,16.799583333333334,384,4392.166666666666,15.99,200.0,3.1980000000000004,741
10957,Seaglass Svgn Bl Snt Barbara,1233,12126.67,9.808032786885247,610,7500.75,8.99,200.0,1.798,1292
20357,Apothic Dark,1211,12118.89,10.02956043956044,455,7366.916666666666,12.99,200.0,2.5980000000000003,1065
4268,Capt Morgan Private Stock,526,12092.74,22.989999999999995,407,3199.833333333333,22.99,200.0,4.598,528
5254,DeKuyper Buttershots Schnpps,1187,12073.130000000001,10.180651906519067,813,7220.916666666666,9.99,200.0,1.9980000000000002,1202
6688,Ch St Jean Chard California,1189,12042.35,10.851671826625386,323,7233.083333333333,9.99,200.0,1.9980000000000002,1203
27644,Cline Znfdl Cal,1204,12027.960000000001,9.99,566,7324.333333333333,11.99,200.0,2.398,1105
6526,Peter Lehmann Shiraz,1503,12019.97,8.02125,352,9143.25,18.99,200.0,3.798,981
39593,Redwood Creek Pnt Nr Cal,1203,12017.97,9.99,718,7318.25,9.99,200.0,1.9980000000000002,1210
11970,Zaccagnini Montepulciano Rsv,676,12017.24,17.837457627118646,354,4112.333333333333,18.99,200.0,3.798,658
8628,Jadot Macon Villages Blanc,1060,12016.4,11.506883116883117,385,6448.333333333333,11.99,200.0,2.398,1037
41546,Monkey Bay Svgn Bl,1335,12014.65,8.991904761904761,525,8121.25,7.99,200.0,1.598,1426
3924,Espolon Blanco Tequila,449,12010.509999999998,26.73719101123595,356,2731.4166666666665,26.99,200.0,5.398,450
4222,Bacardi Gold Rum,959,12002.41,13.175314685314685,572,5833.916666666666,11.99,200.0,2.398,986
18142,Banfi Brunello Montalcino,200,11998.0,59.99,88,1216.6666666666665,59.99,200.0,11.998000000000001,201
5170,Dr McGillicuddy's Apple Pie,863,11987.37,13.897534246575342,584,5249.916666666666,13.99,200.0,2.798,866
8562,DeKuyper Peachtree Trav,727,11985.73,16.491915708812257,522,4422.583333333333,16.99,200.0,3.3979999999999997,722
4157,Smirnoff Green Apple Vodka,12102,11980.98,0.99,1813,73620.5,0.99,200.0,0.198,12195
1896,The Glenlivet 18 Yr Single,115,11963.849999999999,103.99,105,699.5833333333333,94.99,200.0,18.998,121
8387,Wild Turkey 101,502,11962.98,23.83275184275184,407,3053.833333333333,21.99,200.0,4.398,527
1388,Red Stag by Jim Beam,475,11931.25,25.13092140921409,369,2889.583333333333,28.99,200.0,5.798,446
7221,M & R Sweet Vermouth,1137,11927.130000000001,10.49,665,6916.75,10.49,200.0,2.0980000000000003,1148
5060,Dr McGillicuddy's Butterscth,858,11926.42,13.909439579684763,571,5219.5,15.99,200.0,3.1980000000000004,808
3089,Evan Williams Honey Reserve,1155,11910.45,10.411607378129117,759,7026.25,9.99,200.0,1.9980000000000002,1186
77,Three Olives Espresso Vodka,908,11892.92,13.115435540069686,574,5523.666666666666,12.99,200.0,2.5980000000000003,922
32263,Lindemans Bin 65 Chard,1016,11872.84,12.662018348623853,436,6180.666666666666,9.99,200.0,1.9980000000000002,1112
20862,W Hill Est Cab Svgn No Cst,911,11871.89,13.054367816091956,435,5541.916666666666,12.99,200.0,2.5980000000000003,924
8469,1800 Reposado Gold Tequila,450,11869.5,26.380243902439023,328,2737.5,21.99,200.0,4.398,499
3821,Smirnoff Vanilla Vodka,1051,11862.49,11.319113924050633,711,6393.583333333333,10.99,200.0,2.198,1079
34428,Frei Bros RSV Chard RRV,703,11857.97,16.85031746031746,315,4276.583333333333,15.99,200.0,3.1980000000000004,731
14416,J Lohr Falcons Perch Pnt Nr,744,11842.56,15.916380368098158,326,4526.0,12.99,200.0,2.5980000000000003,835
3654,Patron Reposado Tequila,216,11834.84,54.744838709677424,155,1314.0,53.99,200.0,10.798000000000002,221
3502,Pinnacle Vodka,1049,11826.51,11.300204081632653,735,6381.416666666666,10.99,200.0,2.198,1078
46764,Clayhouse Adobe Red Paso Rbl,979,11774.21,12.034989775051123,489,5955.583333333333,12.99,200.0,2.5980000000000003,958
3871,Smirnoff Watermelon Vodka,1037,11760.630000000001,11.375650224215248,669,6308.416666666666,10.99,200.0,2.198,1071
13661,Duckhorn Decoy Pnt Nr,526,11749.38,22.918130081300813,246,3199.833333333333,21.99,200.0,4.398,539
8329,R Mondavi Chard Pvt Sel,1305,11735.95,8.985073891625616,609,7938.75,7.99,200.0,1.598,1410
24419,Bonterra Mendocino Org Chard,982,11704.18,11.919951690821255,414,5973.833333333333,11.99,200.0,2.398,998
1060,Jack Daniels Bruins Glass Pk,383,11676.17,30.81758620689655,232,2329.9166666666665,31.99,200.0,6.398,382
8413,St Elder Elderflower Liqueur,649,11675.509999999998,17.99,460,3948.083333333333,17.99,200.0,3.598,663
11957,Souverain Cab Svgn N Cst,823,11639.27,14.344721030042919,466,5006.583333333333,14.99,200.0,2.998,817
6162,Jadot Pouilly Fuisse,528,11610.72,21.99,277,3212.0,21.99,200.0,4.398,540
5368,Midori Melon Liqueur,538,11603.119999999999,21.55265664160401,399,3272.833333333333,19.49,200.0,3.8979999999999997,580
36771,Yellow Tail Merlot Ausl,908,11593.56,13.664146341463415,451,5523.666666666666,9.99,200.0,1.9980000000000002,1052
3513,Ciroc Snap Frost Vodka,415,11574.849999999999,27.87673139158576,309,2524.583333333333,24.99,200.0,4.998,449
1415,Old Grand Dad,883,11566.17,13.122958801498127,534,5371.583333333333,14.99,200.0,2.998,847
3788,Patron Silver Tequila,414,11539.859999999999,27.87316151202749,291,2518.5,27.99,200.0,5.598,424
8627,Jadot Beaujolais Villages,1207,11533.08,9.666344827586206,435,7342.583333333333,9.99,200.0,1.9980000000000002,1212
46021,Spellbound Cab Svgn Cal,849,11531.51,13.526299765807964,427,5164.75,11.99,200.0,2.398,928
2586,Jameson Irish Whiskey,3845,11496.550000000001,2.99,1239,23390.416666666664,2.99,200.0,0.5980000000000001,3955
8214,E & J Brandy VS,1145,11438.55,9.99,703,6965.416666666666,9.99,200.0,1.9980000000000002,1181
4903,Bacardi Superior Rum,2860,11411.4,3.99,847,17398.333333333332,3.99,200.0,0.798,2953
26949,Sonoma-Cutrer Chard RRV,496,11403.039999999999,22.99,192,3017.333333333333,22.99,200.0,4.598,512
4194,Calico Jack Coconut Rum,877,11392.23,12.99,575,5335.083333333333,12.99,200.0,2.5980000000000003,906
984,Patron XO Cafe Liqueur,425,11389.75,26.77896103896104,308,2585.4166666666665,25.99,200.0,5.198,446
2152,New Amsterdam Gin,1128,11371.72,10.091604278074866,748,6862.0,9.99,200.0,1.9980000000000002,1172
4179,Bacardi Dragon Berry Rum,483,11371.17,23.552130177514794,338,2938.25,19.99,200.0,3.9979999999999998,542
8033,Jack Daniels No 7 Black,3802,11367.98,2.99,1161,23128.833333333332,2.99,200.0,0.5980000000000001,3933
2956,Vat 69 Gold,758,11362.42,14.99,479,4611.166666666666,14.99,200.0,2.998,784
31186,Almaden Merlot Cal B/B,660,11333.4,17.273516483516484,455,4015.0,17.99,200.0,3.598,668
8840,Burnetts Gin,827,11311.73,13.797860262008733,458,5030.916666666666,10.99,200.0,2.198,957
2783,Lauders Scotch,702,11260.98,16.0418018018018,444,4270.5,14.99,200.0,2.998,755
8898,Yukon Jack,433,11253.67,25.99,325,2634.083333333333,25.99,200.0,5.198,450
3583,Smirnoff Orange Vodka,514,11250.859999999999,21.974,375,3126.833333333333,22.99,200.0,4.598,522
2122,Canadian Club 1858,1041,11248.59,10.830620592383639,709,6332.75,9.99,200.0,1.9980000000000002,1126
2468,Crown Royal Nrth Harvest Rye,380,11244.199999999999,29.661641791044776,268,2311.6666666666665,29.99,200.0,5.998,393
2951,Old Bushmills Irish Whiskey,282,11240.18,39.87412017167382,233,1715.5,39.99,200.0,7.998000000000001,293
4224,Goslings Black Seal Rum 80,674,11229.26,16.663960612691465,457,4100.166666666666,14.99,200.0,2.998,740
2623,Ballantines,387,11219.13,28.99,285,2354.25,28.99,200.0,5.798,403
31494,Barefoot Merlot Cal,1004,11161.960000000001,11.103636363636364,572,6107.666666666666,8.79,200.0,1.758,1179
15035,Morellino d Scansano Rsv,1012,11121.880000000001,10.99,372,6156.333333333333,10.99,200.0,2.198,1058
12216,Da Vinci Pnt Grigio,1067,11099.83,10.38945155393053,547,6490.916666666666,9.99,200.0,1.9980000000000002,1140
3396,Smirnoff Vanilla Vodka,507,11082.929999999998,21.94685279187817,394,3084.25,22.99,200.0,4.598,518
3733,Patron Silver Tequila,93,11059.07,118.83615384615383,78,565.75,109.99,200.0,21.998,101
21019,Black Box Pnt Nr,472,11047.279999999999,23.839462365591395,372,2871.333333333333,16.99,200.0,3.3979999999999997,581
3704,Ciroc Pineapple Vodka,400,11040.0,27.64648854961832,262,2433.333333333333,24.99,200.0,4.998,441
2208,WhistlePig 10 Yr Old Rye,147,11038.529999999999,75.15129032258064,93,894.25,74.99,200.0,14.998,154
3658,Patron Anejo Tequila,184,11008.16,59.81236842105263,152,1119.3333333333333,58.99,200.0,11.798000000000002,195
5890,Godiva Wh Chocolate Liqueur,469,11007.31,23.49148367952522,337,2853.083333333333,23.99,200.0,4.798,488
24493,Buehler Cab Svgn Napa,499,11003.01,22.09050251256281,199,3035.583333333333,23.99,200.0,4.798,503
12666,Carpineto Dogajolo Tuscan Wh,1088,10948.12,10.138979591836735,490,6618.666666666666,11.99,200.0,2.398,1051
7302,Marques de Caceres Rioja Re,866,10941.34,12.610192307692309,416,5268.166666666666,10.99,200.0,2.198,979
23253,Summers Cab Svgn Rsv,547,10934.529999999999,19.99,260,3327.583333333333,19.99,200.0,3.9979999999999998,577
25883,Honig Cab Svgn Napa,302,10908.98,36.27448275862069,116,1837.1666666666665,36.99,200.0,7.398000000000001,315
3768,Jenkins Vodka,1854,10908.46,5.8832038834951454,721,11278.5,5.99,200.0,1.1980000000000002,1941
12147,Sterling Vintners CA Meritag,1108,10900.92,9.829708561020038,549,6740.333333333333,7.95,200.0,1.59,1302
2890,Four Roses Bourbon,370,10887.3,29.37851351351351,296,2250.833333333333,26.99,200.0,5.398,408
3800,Don Julio Anejo Tequila,195,10880.050000000001,55.78874213836478,159,1186.25,53.99,200.0,10.798000000000002,210
4201,Calico Jack Silver Rum,837,10872.630000000001,12.99,538,5091.75,12.99,200.0,2.5980000000000003,885
3347,Milagro Silver Tequila,270,10852.300000000001,40.23553571428572,224,1642.5,39.99,200.0,7.998000000000001,287
35664,Redwood Creek Cab Svgn Cal,1086,10849.14,9.99,601,6606.5,9.99,200.0,1.9980000000000002,1150
24805,Menage a Trois Silk Soft Red,1077,10843.23,10.121868131868132,182,6551.75,12.99,200.0,2.5980000000000003,1004
33582,Villa Cornaro Prosecco Del,888,10837.12,12.466635514018693,428,5402.0,9.95,200.0,1.99,1042
1359,Knob Creek Rye,387,10832.13,27.99,328,2354.25,32.99,200.0,6.598000000000001,378
1734,Duggans Dew O Kirkintilloch,469,10822.81,23.075843373493974,332,2853.083333333333,21.99,200.0,4.398,509
8203,Grand Marnier,3610,10793.9,2.99,1267,21960.833333333332,1.99,200.0,0.398,4698
6575,Kendall Jackson RSV Svgn Bl,908,10742.92,11.769448621553884,399,5523.666666666666,9.99,200.0,1.9980000000000002,1052
16260,The Dreaming Tree Cab Svgn,755,10726.45,14.168861788617887,369,4592.916666666666,11.99,200.0,2.398,875
388,Smirnoff 80 Proof,739,10708.11,14.49,349,4495.583333333333,14.49,200.0,2.898,788
8590,Arrow Peppermint Schnapps,1531,10701.69,6.99,889,9313.583333333332,7.99,200.0,1.598,1527
3790,Don Julio Blanco Tequila,224,10697.76,47.75719576719577,189,1362.6666666666665,45.99,200.0,9.198,243
3085,Absolut Mini Bar 5/50mls,1783,10680.17,5.99,950,10846.583333333332,5.99,200.0,1.1980000000000002,1903
1397,Jim Beam Kentucky Fire,739,10676.11,14.447597173144876,566,4495.583333333333,16.99,200.0,3.3979999999999997,727
32968,Alice White Chard Ausl,1062,10669.38,10.036065259117082,521,6460.5,9.99,200.0,1.9980000000000002,1137
8726,Baileys Irish Cream,5356,10658.44,1.99,1394,32582.333333333332,1.99,200.0,0.398,5722
1623,Bulleit 95 Rye,741,10653.59,14.408181818181818,550,4507.75,14.99,200.0,2.998,776
6938,Vendange Chard,1171,10635.29,9.215933202357563,509,7123.583333333333,9.99,200.0,1.9980000000000002,1194
8822,Absolut 80 Proof,5334,10614.66,1.99,1281,32448.5,1.99,200.0,0.398,5711
14818,Simi Pnt Nr Sonoma Cnty,659,10608.41,16.18543973941368,307,4008.9166666666665,19.99,200.0,3.9979999999999998,633
37731,Corbett Canyon Chard,849,10588.51,12.550714285714287,560,5164.75,12.99,200.0,2.5980000000000003,892
21469,St Supery Cab Svgn,352,10580.48,30.06843137254902,204,2141.333333333333,29.99,200.0,5.998,378
2965,Ardbeg 10 Yr Single Malt Sc,234,10574.66,45.23022346368715,179,1423.5,46.99,200.0,9.398000000000001,246
1271,Jeffersons Reserve Bourbon,211,10547.890000000001,49.99,174,1283.5833333333333,49.99,200.0,9.998000000000001,227
41072,Angeline Pnt Nr Rsv,685,10540.15,15.442531645569622,316,4167.083333333333,13.99,200.0,2.798,772
5505,Pallini Limoncello Liqueur,555,10539.449999999999,18.99,356,3376.25,18.99,200.0,3.798,596
8085,Wild Turkey,299,10533.01,35.20518987341772,237,1818.9166666666665,35.99,200.0,7.198,318
8421,Beringer Classic Wh Znfdl,1527,10526.73,6.883650793650793,630,9289.25,4.99,200.0,0.9980000000000001,1930
38652,Carpineto Chianti Clsc RSV,529,10510.91,19.89909090909091,264,3218.083333333333,20.99,200.0,4.1979999999999995,554
8961,Jose Cuervo Especial,7046,10498.539999999999,1.49,1409,42863.166666666664,1.49,200.0,0.298,7585
6824,Kendall Jackson Pnt Nr Vtnr,628,10497.72,16.69403587443946,223,3820.333333333333,14.99,200.0,2.998,714
3329,Seagrams Extra Smooth Vodka,606,10487.939999999999,17.314444444444444,450,3686.5,13.99,200.0,2.798,726
24665,Nardi Casale 08 Bosco Brunel,374,10468.26,27.99,123,2275.1666666666665,27.99,200.0,5.598,403
41940,Lange Willamette Pnt Nr,496,10458.039999999999,21.08941520467836,171,3017.333333333333,22.99,200.0,4.598,512
